timestamp,acc_x,acc_y,acc_z
2026-05-02 09:57:27.274,-0.16671305,-0.1372930999999988,9.83606995
2026-05-02 09:57:27.513,-0.16671305,-0.0784531999999988,9.83606995
2026-05-02 09:57:27.774,-0.14709975,-0.0784531999999988,9.89490985
2026-05-02 09:57:28.013,-0.1176798,-0.1372930999999988,9.77723005
2026-05-02 09:57:28.277,-0.196133,-0.10787314999999878,9.91452315
2026-05-02 09:57:28.513,-0.14709975,-0.05883989999999879,9.85568325
2026-05-02 09:57:28.773,-0.10787315,-0.1274864499999988,9.7674234
2026-05-02 09:57:29.011,-0.16671305,-0.11767979999999878,9.9243298
2026-05-02 09:57:29.273,-0.16671305,-0.0980664999999988,9.8262633
2026-05-02 09:57:29.513,-0.14709975,-0.0784531999999988,9.8458766
2026-05-02 09:57:29.772,-0.1765197,-0.1274864499999988,9.8654899
2026-05-02 09:57:30.019,-0.16671305,-0.1274864499999988,9.80665
2026-05-02 09:57:30.274,-0.1765197,-0.09806649999999878,9.9047165
2026-05-02 09:57:30.512,-0.1569064,-0.0882598499999988,9.81645665
2026-05-02 09:57:30.772,-0.16671305,-0.1176797999999988,9.83606995
2026-05-02 09:57:31.022,-0.1372931,-0.1274864499999988,9.8851032
2026-05-02 09:57:31.274,-0.1176798,-0.0980664999999988,9.77723005
2026-05-02 09:57:31.517,-0.1765197,-0.04903324999999879,9.91452315
2026-05-02 09:57:31.781,-0.1569064,-0.1569063999999988,9.8262633
2026-05-02 09:57:32.013,-0.1372931,-0.1176797999999988,9.85568325
2026-05-02 09:57:32.279,-0.1372931,-0.0490332499999988,9.8458766
2026-05-02 09:57:32.512,-0.1765197,-0.1274864499999988,9.8262633
2026-05-02 09:57:32.773,-0.16671305,-0.15690639999999878,9.9243298
2026-05-02 09:57:33.017,-0.10787315,-0.0392265999999988,9.77723005
2026-05-02 09:57:33.271,-0.1765197,-0.1176797999999988,9.87529655
2026-05-02 09:57:33.512,-0.18632635,-0.1372930999999988,9.8654899
2026-05-02 09:57:33.771,-0.1176798,-0.0686465499999988,9.79684335
2026-05-02 09:57:34.019,-0.1372931,-0.0980664999999988,9.8851032
2026-05-02 09:57:34.270,-0.16671305,-0.1372930999999988,9.81645665
2026-05-02 09:57:34.513,-0.18632635,-0.09806649999999878,9.9047165
2026-05-02 09:57:34.772,-0.1176798,-0.0686465499999988,9.81645665
2026-05-02 09:57:35.012,-0.1372931,-0.1176797999999988,9.8262633
2026-05-02 09:57:35.269,-0.196133,-0.13729309999999878,9.9047165
2026-05-02 09:57:35.510,-0.1569064,-0.0784531999999988,9.8262633
2026-05-02 09:57:35.769,-0.1176798,-0.1176797999999988,9.8654899
2026-05-02 09:57:36.009,-0.14709975,-0.0882598499999988,9.81645665
2026-05-02 09:57:36.270,-0.18632635,-0.1078731499999988,9.85568325
2026-05-02 09:57:36.510,-0.1569064,-0.1176797999999988,9.8851032
2026-05-02 09:57:36.769,-0.1176798,-0.1078731499999988,9.80665
