[System]
Platform=SEANO USV
Start_Time=2026-04-18 19:38:02
Timezone=WIB

[Sensor]
Name=System Metrics

[Columns]
Timestamp(WIB)	WriteSpeed(Bps)	CPU(%)	RAM(%)	JetsonTemp(C)	GPS_Hz	IMU_Hz	CTD_Hz	ADCP_Hz	BATTERY_Hz	SBES_Hz

[Data]
2026-04-18 19:38:03.693	0.00	24.90	59.10	51.84	0.00	0.00	0.00	0.00	0.00	0.00
2026-04-18 19:38:04.850	0.00	40.30	59.30	51.72	0.00	0.00	0.00	0.00	0.00	0.00
2026-04-18 19:38:05.694	881.42	35.00	58.60	51.38	0.00	0.00	1.18	1.18	0.00	1.18
2026-04-18 19:38:06.696	756.74	23.90	58.50	51.25	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:38:07.694	751.19	8.20	58.50	51.44	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:38:08.695	764.85	8.00	58.50	51.34	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:38:09.694	765.27	8.10	58.50	51.22	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:38:10.695	757.29	7.40	58.50	51.28	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:38:11.694	764.90	10.30	58.50	51.06	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:38:12.696	760.53	8.70	58.50	51.09	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:38:13.694	759.43	12.40	57.90	51.41	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:38:14.695	758.66	9.70	52.60	51.34	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:38:15.694	763.18	6.80	52.60	51.06	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:38:16.696	766.38	12.10	52.50	51.09	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:38:17.693	770.65	20.30	52.60	51.75	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:38:18.696	759.59	12.90	52.60	51.44	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:38:19.694	763.22	9.30	52.60	51.34	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:38:20.696	768.58	9.60	52.60	51.16	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:38:21.694	757.55	9.60	52.60	51.06	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:38:22.696	762.63	9.50	52.60	50.97	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:38:23.694	773.24	10.10	52.60	51.06	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:38:24.696	770.92	9.20	52.60	51.16	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:38:25.694	781.26	8.10	52.60	51.03	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:38:26.695	772.85	8.80	52.60	51.12	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:38:27.694	772.98	10.90	52.60	51.34	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:38:28.696	780.76	8.50	52.60	50.94	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:38:29.694	787.50	8.50	52.60	51.25	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:38:30.695	784.81	7.90	52.60	51.25	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:38:31.693	787.52	8.60	52.60	50.94	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:38:32.695	790.41	10.90	52.60	51.03	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:38:33.694	791.19	15.30	52.60	51.12	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:38:34.696	792.71	11.20	52.60	50.97	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:38:35.693	788.35	22.20	52.90	51.50	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:38:36.696	787.48	44.10	53.70	51.28	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:38:37.694	795.21	19.20	53.70	51.09	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:38:38.696	790.54	32.10	53.90	51.53	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:38:39.693	806.85	34.20	56.60	51.94	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:38:40.694	792.95	37.50	57.90	51.66	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:38:41.693	794.97	30.00	59.20	51.62	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:38:42.694	790.90	34.70	59.70	51.66	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:38:43.694	794.09	34.90	60.00	51.78	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:38:44.693	794.52	22.50	60.00	51.69	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:38:45.693	788.48	18.10	60.00	51.47	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:38:46.696	791.55	11.90	60.00	51.41	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:38:47.693	800.26	17.20	60.00	51.56	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:38:48.696	795.93	15.00	60.00	51.09	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:38:49.694	799.14	11.30	60.10	51.47	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:38:50.696	798.45	15.60	60.10	51.41	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:38:51.694	795.43	16.30	60.10	51.25	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:38:52.696	794.75	11.10	60.10	51.31	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:38:53.694	791.45	12.20	60.10	51.03	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:38:54.696	780.60	11.60	60.10	51.44	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:38:55.694	797.29	15.70	60.10	51.38	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:38:56.696	792.71	12.80	60.10	51.25	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:38:57.694	791.41	12.30	60.10	51.09	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:38:58.696	792.64	12.10	60.10	51.03	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:38:59.694	795.23	13.20	60.10	51.19	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:39:00.696	778.82	18.90	59.60	51.41	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:39:01.694	785.31	18.20	59.20	51.16	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:39:02.696	784.76	12.20	59.20	51.06	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:39:03.693	790.04	16.10	59.20	51.44	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:39:04.693	786.08	47.50	59.30	52.00	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:39:05.694	785.21	12.30	59.30	51.38	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:39:06.696	778.73	11.50	59.30	51.25	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:39:07.694	773.14	21.30	59.40	51.22	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:39:08.694	778.22	13.00	59.40	51.28	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:39:09.693	774.95	57.50	59.50	52.47	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:39:10.696	769.52	49.50	59.80	51.41	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:39:11.694	775.38	20.30	59.80	51.50	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:39:12.696	780.73	11.10	59.80	51.31	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:39:13.694	779.32	11.30	59.80	51.28	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:39:14.696	776.42	11.80	59.80	51.09	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:39:15.694	769.54	13.10	59.80	51.19	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:39:16.696	768.68	29.40	59.10	51.56	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:39:17.694	769.28	23.60	59.00	51.44	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:39:18.696	766.67	14.40	59.00	51.34	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:39:19.694	775.37	9.80	59.00	51.16	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:39:20.693	762.86	23.50	59.40	51.94	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:39:21.692	772.33	23.90	59.60	51.97	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:39:22.693	767.36	24.60	59.60	51.94	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:39:23.694	773.24	27.00	59.40	51.78	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:39:24.693	770.90	35.70	59.20	51.72	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:39:25.694	773.35	13.60	59.20	51.28	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:39:26.693	768.76	19.00	59.30	51.75	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:39:27.694	777.24	18.40	59.20	51.66	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:39:28.696	764.71	15.50	53.20	51.44	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:39:29.694	771.28	9.40	53.20	51.25	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:39:30.693	772.55	12.50	53.30	51.72	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:39:31.692	776.58	38.40	54.00	52.09	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:39:32.696	773.54	44.70	54.80	51.56	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:39:33.694	771.25	17.80	54.80	51.47	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:39:34.696	774.68	36.70	55.10	51.69	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:39:35.692	782.55	35.40	57.70	51.91	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:39:36.693	769.40	38.20	58.80	52.38	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:39:37.693	778.52	41.20	60.50	52.47	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:39:38.693	783.75	32.90	61.40	52.62	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:39:39.692	778.35	54.70	61.90	52.75	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:39:40.693	779.61	53.30	62.50	52.53	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:39:41.692	778.39	33.20	62.80	52.28	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:39:42.693	777.54	32.40	63.10	52.78	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:39:43.692	778.45	46.70	63.30	52.41	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:39:44.693	775.68	37.20	64.00	52.31	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:39:45.693	768.25	35.80	65.20	52.12	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:39:46.693	771.74	46.50	66.50	52.53	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:39:47.693	764.31	60.00	68.50	53.53	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:39:48.693	775.62	91.00	70.30	53.84	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:39:49.693	776.34	97.50	72.40	53.78	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:39:50.693	775.70	97.70	72.80	53.75	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:39:51.693	776.33	96.10	74.00	54.12	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:39:52.693	767.63	93.50	74.70	53.88	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:39:53.693	782.35	78.60	75.40	53.69	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:39:54.693	775.63	73.70	76.00	53.88	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:39:55.693	778.39	77.30	76.60	53.66	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:39:56.693	779.62	69.30	76.90	54.03	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:39:57.693	784.36	77.90	76.10	53.91	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:39:58.693	771.66	73.60	77.60	54.16	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:39:59.693	776.38	67.50	78.30	53.84	0.00	0.00	1.00	1.00	0.00	1.00
2026-04-18 19:40:00.694	776.79	63.50	77.70	53.16	0.00	0.00	1.00	1.00	0.00	1.00
