timestamp,acc_x,acc_y,acc_z
2026-04-07 16:10:03.339,0.0,0.0,0.0
2026-04-07 16:10:03.598,-0.1765197,-0.0686465499999988,9.83606995
2026-04-07 16:10:03.838,-0.1372931,-0.0686465499999988,9.8458766
2026-04-07 16:10:04.097,-0.1765197,-0.0392265999999988,9.8262633
2026-04-07 16:10:04.337,-0.1765197,-0.0784531999999988,9.87529655
2026-04-07 16:10:04.600,-0.1372931,-0.0490332499999988,9.8262633
2026-04-07 16:10:04.838,-0.1569064,-0.0686465499999988,9.8458766
2026-04-07 16:10:05.099,-0.18632635,-0.0686465499999988,9.85568325
2026-04-07 16:10:05.338,-0.14709975,-0.009806649999998793,9.85568325
2026-04-07 16:10:05.599,-0.14709975,-0.0882598499999988,9.83606995
2026-04-07 16:10:05.838,-0.1765197,-0.0882598499999988,9.81645665
2026-04-07 16:10:06.099,-0.16671305,-0.009806649999998791,9.8654899
2026-04-07 16:10:06.340,-0.14709975,-0.03922659999999879,9.85568325
2026-04-07 16:10:06.598,-0.1569064,-0.1274864499999988,9.80665
2026-04-07 16:10:06.839,-0.16671305,-0.0686465499999988,9.8851032
2026-04-07 16:10:07.098,-0.16671305,0.009806650000001202,9.81645665
2026-04-07 16:10:07.340,-0.16671305,-0.1078731499999988,9.8262633
2026-04-07 16:10:07.602,-0.14709975,-0.04903324999999879,9.8654899
2026-04-07 16:10:07.838,-0.16671305,-0.0686465499999988,9.83606995
2026-04-07 16:10:08.098,-0.1765197,-0.03922659999999879,9.83606995
2026-04-07 16:10:08.338,-0.14709975,-0.0686465499999988,9.8458766
2026-04-07 16:10:08.599,-0.14709975,-0.0490332499999988,9.83606995
2026-04-07 16:10:08.839,-0.1765197,-0.0686465499999988,9.85568325
2026-04-07 16:10:09.100,-0.14709975,-0.029419949999998793,9.8458766
2026-04-07 16:10:09.340,-0.14709975,-0.1274864499999988,9.8262633
2026-04-07 16:10:09.598,-0.18632635,0.009806650000001206,9.8458766
2026-04-07 16:10:09.837,-0.16671305,-0.0490332499999988,9.8458766
2026-04-07 16:10:10.099,-0.12748645,-0.1176797999999988,9.81645665
2026-04-07 16:10:10.341,-0.1765197,-0.02941994999999879,9.87529655
2026-04-07 16:10:10.599,-0.1765197,-0.03922659999999879,9.85568325
2026-04-07 16:10:10.837,-0.14709975,-0.0980664999999988,9.8458766
2026-04-07 16:10:11.098,-0.1569064,-0.0490332499999988,9.8262633
2026-04-07 16:10:11.340,-0.16671305,-0.0490332499999988,9.8458766
2026-04-07 16:10:11.599,-0.1765197,-0.029419949999998793,9.85568325
2026-04-07 16:10:11.837,-0.1569064,-0.0686465499999988,9.85568325
2026-04-07 16:10:12.099,-0.1372931,-0.1176797999999988,9.81645665
2026-04-07 16:10:12.337,-0.1569064,1.2081740628055542e-15,9.8654899
2026-04-07 16:10:12.598,-0.20593965,-0.03922659999999879,9.8458766
2026-04-07 16:10:12.842,-0.1569064,-0.1078731499999988,9.8458766
2026-04-07 16:10:13.097,-0.1176798,-0.0490332499999988,9.8458766
2026-04-07 16:10:13.339,-0.16671305,-0.0294199499999988,9.8262633
2026-04-07 16:10:15.289,-0.20593965,-0.0784531999999988,9.85568325
2026-04-07 16:10:15.876,-0.16671305,-0.0392265999999988,9.81645665
2026-04-07 16:10:16.378,-0.1765197,-0.0686465499999988,9.85568325
2026-04-07 16:10:17.411,-0.14709975,-0.03922659999999879,9.8458766
2026-04-07 16:10:17.595,-0.1372931,-0.0686465499999988,9.8262633
2026-04-07 16:10:17.834,-0.14709975,1.2057721262989826e-15,9.8458766
2026-04-07 16:10:18.097,-0.16671305,-0.0882598499999988,9.85568325
