[System]
Platform=SEANO USV
Start_Time=2026-04-07 16:07:58
Timezone=WIB

[Sensor]
Name=System Metrics

[Columns]
Timestamp(WIB)	WriteSpeed(Bps)	CPU(%)	RAM(%)	GPS_Hz	IMU_Hz	CTD_Hz	ADCP_Hz	BATTERY_Hz	SBES_Hz
2026-04-07 16:10:52.168	938.07	5.10	68.10	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:10:53.167	936.85	13.10	68.20	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:10:54.167	931.40	19.00	68.20	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:10:55.167	940.61	20.50	68.20	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:10:56.167	945.47	20.60	68.20	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:10:57.168	931.63	24.10	68.20	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:10:58.168	931.32	4.00	68.20	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:10:59.167	927.53	4.20	68.20	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:11:00.168	933.13	5.80	68.30	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:11:01.167	928.78	6.50	68.30	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:11:02.168	933.36	6.50	68.30	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:11:03.167	936.71	5.00	68.30	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:11:04.168	935.06	5.70	68.30	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:11:05.167	932.71	13.10	68.30	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:11:06.169	923.89	6.00	68.30	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:11:07.168	927.17	12.50	68.20	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:11:08.168	924.45	4.70	68.20	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:11:09.167	926.72	4.00	68.20	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:11:10.168	933.08	5.30	68.20	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:11:11.167	922.90	6.50	68.20	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:11:12.168	919.25	4.50	68.20	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:11:13.167	934.30	11.90	68.20	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:11:14.168	923.68	5.30	68.20	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:11:15.167	930.40	4.90	68.20	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:11:16.169	936.26	7.30	68.20	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:11:17.168	935.15	12.40	68.20	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:11:18.168	923.56	6.90	68.20	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:11:19.167	937.14	4.70	68.20	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:11:20.168	928.97	5.00	68.20	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:11:21.168	935.98	9.90	67.70	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:11:22.169	927.56	17.10	67.60	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:11:23.167	943.22	4.00	67.60	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:11:24.168	931.45	3.70	67.60	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:11:25.167	948.65	6.40	67.60	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:11:26.168	940.92	5.70	67.60	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:11:27.167	935.44	40.10	67.70	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:11:28.169	942.44	15.10	67.70	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:11:29.168	958.95	4.50	67.70	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:11:30.168	947.98	14.30	67.80	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:11:31.167	952.50	6.80	67.80	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:11:32.169	950.34	5.80	67.80	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:11:33.167	953.67	5.70	67.80	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:11:34.168	952.96	5.90	67.80	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:11:35.167	952.78	4.80	67.80	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:11:36.168	951.61	5.70	67.80	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:11:37.167	954.61	4.70	67.80	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:11:38.168	960.93	12.80	67.80	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:11:39.167	946.93	3.50	67.80	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:11:40.169	954.79	4.70	67.80	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:11:41.167	953.19	5.20	67.80	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:11:42.168	957.50	4.80	67.80	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:11:43.167	958.55	4.40	67.80	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:11:44.168	953.54	3.80	67.80	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:11:45.167	956.73	3.80	67.80	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:11:46.168	944.60	13.30	67.80	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:11:47.167	955.25	4.40	67.80	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:11:48.168	946.88	5.00	67.80	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:11:49.167	951.28	3.40	67.80	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:11:50.168	945.37	3.70	67.90	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:11:51.168	947.95	4.50	67.90	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:11:52.168	933.54	3.50	67.90	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:11:53.167	942.75	4.70	67.90	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:11:54.168	935.78	11.00	67.90	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:11:55.167	940.72	20.60	68.30	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:11:56.168	932.72	11.50	68.50	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:11:57.167	929.20	22.70	68.60	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:11:58.168	931.01	6.60	68.60	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:11:59.167	928.96	6.70	68.60	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:12:00.168	929.32	6.50	68.60	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:12:01.167	930.70	9.30	68.60	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:12:02.168	939.07	11.80	68.60	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:12:03.167	926.97	5.60	68.60	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:12:04.169	924.36	7.40	68.60	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:12:05.167	925.44	7.60	68.60	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:12:06.168	933.25	9.80	68.60	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:12:07.167	934.58	6.60	68.60	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:12:08.168	921.24	7.90	68.60	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:12:09.168	930.01	12.30	68.60	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:12:10.169	921.59	9.50	68.60	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:12:11.167	927.18	8.90	68.60	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:12:12.169	924.77	7.20	68.60	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:12:13.168	926.87	7.50	68.60	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:12:14.168	921.53	6.60	68.60	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:12:15.167	934.91	6.10	68.60	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:12:16.169	920.40	8.40	68.60	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:12:17.168	936.68	15.20	68.70	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:12:18.169	935.60	8.40	68.60	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:12:19.167	939.18	6.90	68.60	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:12:20.168	921.11	7.80	68.60	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:12:21.168	938.81	8.00	68.70	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:12:22.169	924.88	7.50	68.60	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:12:23.167	935.22	7.20	68.60	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:12:24.168	945.02	6.20	68.60	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:12:25.168	944.67	14.10	68.60	0.00	0.00	1.00	1.00	1.00	1.00
