[System]
Platform=SEANO USV
Start_Time=2026-04-07 16:07:58
Timezone=WIB

[Sensor]
Name=System Metrics

[Columns]
Timestamp(WIB)	WriteSpeed(Bps)	CPU(%)	RAM(%)	GPS_Hz	IMU_Hz	CTD_Hz	ADCP_Hz	BATTERY_Hz	SBES_Hz

[Data]
2026-04-07 16:07:59.168	0.00	19.80	69.40	0.00	0.00	0.00	0.00	0.00	0.00
2026-04-07 16:08:00.272	0.00	6.30	69.40	0.00	0.00	0.00	0.00	0.00	0.00
2026-04-07 16:08:01.167	1034.04	10.30	69.40	0.00	0.00	1.12	1.12	1.12	1.12
2026-04-07 16:08:02.168	923.48	7.00	69.40	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:08:03.167	922.53	10.60	69.40	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:08:04.168	925.34	6.20	69.40	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:08:05.167	920.83	9.00	69.40	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:08:06.169	923.77	16.20	69.40	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:08:07.167	928.04	9.60	69.40	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:08:08.168	915.20	18.20	69.40	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:08:09.167	922.93	7.70	69.40	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:08:10.168	917.13	8.00	69.40	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:08:11.167	926.65	7.90	69.40	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:08:12.168	927.34	8.70	69.30	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:08:13.167	934.77	6.20	69.30	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:08:14.168	921.56	9.20	69.30	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:08:15.167	922.33	14.60	69.40	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:08:16.168	933.60	11.70	69.40	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:08:17.167	926.46	10.00	69.40	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:08:18.168	925.57	6.40	69.40	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:08:19.168	933.88	8.40	69.30	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:08:20.168	915.72	8.80	69.40	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:08:21.167	938.96	7.90	69.40	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:08:22.168	935.19	5.90	69.40	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:08:23.167	940.64	7.10	69.30	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:08:24.169	942.34	13.70	69.40	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:08:25.167	939.72	9.20	69.40	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:08:26.168	945.20	12.80	69.40	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:08:27.167	943.02	8.20	69.40	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:08:28.168	957.00	6.80	69.40	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:08:29.167	952.85	5.20	69.40	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:08:30.168	949.26	6.50	69.40	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:08:31.168	947.76	10.70	69.40	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:08:32.168	947.88	6.90	69.40	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:08:33.168	960.17	17.60	67.60	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:08:34.168	948.29	14.40	67.60	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:08:35.167	956.86	5.90	67.60	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:08:36.167	959.35	6.20	67.60	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:08:37.167	952.37	12.30	67.60	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:08:38.168	949.10	7.70	67.60	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:08:39.167	945.05	40.90	68.50	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:08:40.170	951.53	50.60	69.30	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:08:41.167	960.03	36.60	68.70	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:08:42.170	957.34	27.30	68.00	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:08:43.167	960.78	18.50	67.90	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:08:44.168	953.25	12.50	67.90	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:08:45.167	956.60	10.20	67.90	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:08:46.169	958.85	26.20	68.00	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:08:47.167	959.28	10.10	68.00	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:08:48.169	946.89	14.60	67.90	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:08:49.167	957.20	19.20	67.90	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:08:50.167	947.80	14.80	68.20	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:08:51.167	956.56	41.40	69.00	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:08:52.169	952.30	20.50	68.90	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:08:53.167	959.38	16.60	68.90	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:08:54.168	943.19	14.20	68.90	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:08:55.167	946.60	14.30	68.90	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:08:56.170	941.89	15.90	68.90	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:08:57.168	947.78	25.50	69.00	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:08:58.169	942.57	12.70	69.00	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:08:59.168	941.52	29.60	69.00	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:09:00.170	934.27	19.90	68.90	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:09:01.167	942.10	9.50	69.00	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:09:02.168	934.95	10.50	69.00	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:09:03.167	937.29	6.10	69.00	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:09:04.169	942.51	13.50	69.00	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:09:05.167	939.52	22.90	65.80	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:09:06.168	935.42	13.10	65.90	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:09:07.168	935.83	22.10	65.20	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:09:08.170	938.46	10.70	65.20	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:09:09.167	936.43	11.30	63.10	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:09:10.168	936.84	5.70	63.00	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:09:11.167	927.08	4.20	63.00	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:09:12.168	937.39	7.00	63.00	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:09:13.167	934.73	12.30	63.20	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:09:14.167	925.75	20.40	64.00	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:09:15.167	926.00	49.40	64.80	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:09:16.169	928.04	13.80	64.80	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:09:17.167	931.92	26.00	64.80	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:09:18.168	919.04	13.00	64.90	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:09:19.167	935.05	8.20	64.90	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:09:20.168	917.07	11.60	64.90	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:09:21.167	934.82	7.40	65.00	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:09:22.169	936.85	10.40	64.90	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:09:23.167	931.31	8.70	64.90	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:09:24.168	923.28	6.70	64.90	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:09:25.167	922.69	11.30	64.80	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:09:26.169	930.50	15.80	64.70	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:09:27.167	939.29	42.80	64.80	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:09:28.168	938.89	9.20	64.80	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:09:29.167	925.09	10.70	64.80	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:09:30.168	935.33	6.50	64.80	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:09:31.167	938.58	6.70	64.80	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:09:32.167	936.24	24.20	65.00	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:09:33.168	940.85	39.60	65.70	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:09:34.167	934.96	23.60	65.60	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:09:35.167	942.19	24.30	65.70	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:09:36.169	938.40	18.20	65.70	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:09:37.167	937.57	15.90	65.60	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:09:38.169	942.02	13.80	65.70	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:09:39.167	939.97	7.20	65.70	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:09:40.169	935.87	22.90	65.70	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:09:41.168	935.53	15.50	65.80	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:09:42.168	928.12	20.50	65.90	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:09:43.167	922.42	24.00	65.90	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:09:44.169	930.08	9.90	65.90	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:09:45.167	929.96	8.40	65.90	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:09:46.169	930.60	7.90	65.90	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:09:47.167	937.45	13.50	65.80	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:09:48.169	934.43	8.10	65.80	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:09:49.168	948.71	11.40	65.80	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:09:50.168	943.78	9.40	65.80	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:09:51.167	939.05	23.20	65.50	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:09:52.168	940.83	7.20	65.50	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:09:53.167	948.97	6.70	65.50	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:09:54.168	941.12	4.20	65.50	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:09:55.168	948.60	16.00	64.90	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:09:56.169	947.05	11.20	65.00	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:09:57.168	949.16	6.60	65.00	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:09:58.169	944.17	14.50	65.00	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:09:59.168	953.78	6.50	65.00	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:10:00.167	940.42	48.80	66.20	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:10:01.167	952.19	75.40	69.20	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:10:02.168	948.86	86.20	70.10	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:10:03.167	947.17	56.10	70.80	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:10:04.170	1916.63	18.90	70.80	3.99	3.99	1.00	1.00	1.00	1.00
2026-04-07 16:10:05.167	1982.69	16.60	70.80	4.01	4.01	1.00	1.00	1.00	1.00
2026-04-07 16:10:06.172	1996.35	21.90	70.80	3.98	3.98	1.00	1.00	1.00	1.00
2026-04-07 16:10:07.167	1999.49	19.70	70.80	4.02	4.02	1.00	1.00	1.00	1.00
2026-04-07 16:10:08.172	1989.11	24.40	70.80	3.98	3.98	1.00	1.00	1.00	1.00
2026-04-07 16:10:09.167	2001.76	21.80	70.60	4.02	4.02	1.00	1.00	1.00	1.00
2026-04-07 16:10:10.173	1980.58	23.30	70.60	3.98	3.98	0.99	0.99	0.99	0.99
2026-04-07 16:10:11.168	2000.56	23.10	70.60	4.02	4.02	1.01	1.01	1.01	1.01
2026-04-07 16:10:12.173	1988.06	22.50	70.70	3.98	3.98	1.00	1.00	1.00	1.00
2026-04-07 16:10:13.168	2007.44	17.90	70.70	4.02	4.02	1.00	1.00	1.00	1.00
2026-04-07 16:10:14.171	1198.06	43.90	70.80	1.00	1.00	1.00	1.00	1.00	1.00
2026-04-07 16:10:15.168	940.98	47.40	70.80	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:10:16.170	1470.90	54.70	70.80	2.00	2.00	1.00	1.00	1.00	1.00
2026-04-07 16:10:17.167	1215.20	34.10	70.80	1.00	1.00	1.00	1.00	1.00	1.00
2026-04-07 16:10:18.173	1989.33	33.90	70.80	3.98	3.98	0.99	0.99	0.99	0.99
2026-04-07 16:10:19.167	2009.56	41.10	70.90	4.02	4.02	1.01	1.01	1.01	1.01
2026-04-07 16:10:20.172	1985.28	40.90	71.00	3.98	3.98	0.99	0.99	0.99	0.99
2026-04-07 16:10:21.167	2012.21	18.80	71.00	4.02	4.02	1.01	1.01	1.01	1.01
2026-04-07 16:10:22.172	1993.90	17.90	71.00	3.98	3.98	0.99	0.99	0.99	0.99
2026-04-07 16:10:23.167	2014.51	15.70	71.00	4.02	4.02	1.01	1.01	1.01	1.01
2026-04-07 16:10:24.168	2001.38	25.90	71.00	3.99	3.99	1.00	1.00	1.00	1.00
2026-04-07 16:10:25.167	2006.55	17.50	71.00	4.01	4.01	1.00	1.00	1.00	1.00
2026-04-07 16:10:26.172	1993.83	22.70	71.00	3.98	3.98	0.99	0.99	0.99	0.99
2026-04-07 16:10:27.167	2002.09	17.30	71.00	4.02	4.02	1.01	1.01	1.01	1.01
2026-04-07 16:10:28.172	1994.84	15.90	71.00	3.98	3.98	1.00	1.00	1.00	1.00
2026-04-07 16:10:29.167	2016.84	15.70	71.00	4.02	4.02	1.00	1.00	1.00	1.00
2026-04-07 16:10:30.173	1999.54	19.60	71.00	3.98	3.98	0.99	0.99	0.99	0.99
2026-04-07 16:10:31.168	2000.03	21.60	71.00	4.02	4.02	1.01	1.01	1.01	1.01
2026-04-07 16:10:32.169	1466.26	26.90	70.90	2.00	2.00	1.00	1.00	1.00	1.00
2026-04-07 16:10:33.168	943.26	29.00	68.80	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:10:34.169	938.55	7.50	68.80	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:10:35.168	935.48	14.60	68.80	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:10:36.169	946.39	7.40	68.80	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:10:37.167	939.75	9.70	68.80	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:10:38.168	945.60	4.60	68.80	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:10:39.167	930.48	3.70	68.80	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:10:40.169	934.74	4.50	68.80	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:10:41.167	951.13	13.60	68.80	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:10:42.168	941.65	4.00	68.80	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:10:43.167	934.55	4.50	68.90	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:10:44.168	941.10	5.00	68.90	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:10:45.167	942.95	3.40	68.90	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:10:46.168	944.85	5.20	68.90	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:10:47.167	947.35	5.50	68.10	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:10:48.168	937.21	3.20	68.10	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:10:49.167	944.56	10.40	68.10	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:10:50.168	943.47	4.80	68.10	0.00	0.00	1.00	1.00	1.00	1.00
2026-04-07 16:10:51.168	940.01	6.40	68.10	0.00	0.00	1.00	1.00	1.00	1.00
