timestamp,write_speed_Bps,cpu_percent,ram_percent,jetson_temp_c,gps_hz,imu_hz,ctd_hz,adcp_hz,battery_hz,sbes_hz
2026-04-18 19:57:41.771,0.00,19.30,62.10,52.28,0.00,0.00,0.00,0.00,0.00,0.00
2026-04-18 19:57:42.929,0.00,13.30,62.10,52.56,0.00,0.00,0.00,0.00,0.00,0.00
2026-04-18 19:57:43.771,905.49,10.80,62.10,51.97,0.00,0.00,1.19,1.19,0.00,1.19
2026-04-18 19:57:44.773,754.65,9.70,62.10,52.25,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:57:45.771,765.31,10.40,62.10,52.06,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:57:46.772,762.85,9.50,62.10,51.94,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:57:47.771,763.28,9.00,62.10,51.94,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:57:48.772,764.63,8.60,62.10,51.88,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:57:49.771,759.30,9.50,62.10,51.88,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:57:50.770,758.54,8.80,62.10,52.06,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:57:51.771,757.50,9.70,62.10,52.00,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:57:52.772,752.73,17.00,56.20,51.97,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:57:53.771,757.30,8.40,56.20,51.81,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:57:54.772,762.70,7.60,56.20,51.81,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:57:55.771,771.41,7.70,56.20,52.12,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:57:56.770,764.29,25.80,56.80,52.72,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:57:57.771,769.28,25.20,57.10,52.25,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:57:58.770,764.89,32.20,57.30,52.91,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:57:59.771,777.35,26.40,57.40,52.06,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:58:00.770,764.51,32.10,59.80,52.50,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:58:01.769,768.47,46.60,61.10,52.66,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:58:02.770,771.48,36.50,62.50,52.44,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:58:03.769,774.61,38.10,63.10,52.84,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:58:04.770,775.74,30.80,63.40,52.91,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:58:05.771,779.18,25.30,63.40,52.34,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:58:06.772,778.68,16.90,63.40,52.44,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:58:07.771,777.29,15.50,63.40,52.28,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:58:08.770,784.59,14.80,63.40,52.34,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:58:09.771,775.47,15.90,63.40,52.00,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:58:10.772,793.09,11.90,63.40,52.38,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:58:11.771,788.91,11.90,63.40,52.00,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:58:12.772,792.64,11.00,63.40,52.41,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:58:13.771,795.29,9.30,63.40,52.12,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:58:14.772,790.78,9.10,63.40,52.09,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:58:15.771,801.29,8.70,63.40,52.25,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:58:16.772,792.65,9.30,63.40,51.97,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:58:17.771,801.41,10.10,63.40,52.03,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:58:18.770,798.66,24.20,63.40,52.78,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:58:19.771,791.31,26.80,62.30,52.16,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:58:20.770,804.72,26.80,62.30,52.88,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:58:21.771,791.15,17.50,62.30,52.28,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:58:22.773,794.65,11.80,62.30,52.12,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:58:23.771,805.49,11.80,62.30,52.03,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:58:24.770,802.51,17.40,62.50,52.62,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:58:25.769,794.68,27.00,62.70,53.00,0.00,0.00,1.00,1.00,0.00,1.00
