timestamp,latitude,longitude,altitude
2026-04-07 15:42:00.157,-6.81277,107.6432802,1194.9498885182236
2026-04-07 15:42:00.399,-6.81277,107.6432799,1194.9498883382857
2026-04-07 15:42:00.659,-6.81277,107.6432799,1194.8798883382858
2026-04-07 15:42:00.906,-6.81277,107.64328,1194.739888398265
2026-04-07 15:42:01.157,-6.8127699,107.6432803,1194.6998879870237
2026-04-07 15:42:01.397,-6.8127699,107.6432805,1194.5998881069822
2026-04-07 15:42:01.656,-6.8127698,107.6432809,1194.5198877557195
2026-04-07 15:42:01.897,-6.81277,107.6432807,1194.4798888181194
2026-04-07 15:42:02.158,-6.8127702,107.6432805,1194.4398898805196
2026-04-07 15:42:02.398,-6.8127702,107.6432805,1194.3898898805196
2026-04-07 15:42:02.657,-6.8127703,107.6432805,1194.3098904716987
2026-04-07 15:42:02.900,-6.8127704,107.6432805,1194.2998910628778
2026-04-07 15:42:03.157,-6.8127704,107.6432807,1194.2498911828359
2026-04-07 15:42:03.397,-6.8127704,107.6432809,1194.1798913027937
2026-04-07 15:42:03.655,-6.8127703,107.643281,1194.1298907715936
2026-04-07 15:42:03.897,-6.8127704,107.643281,1193.9798913627726
2026-04-07 15:42:04.155,-6.8127705,107.6432812,1193.9098920739093
2026-04-07 15:42:04.397,-6.8127705,107.6432812,1193.8298920739091
2026-04-07 15:42:04.656,-6.8127704,107.6432814,1193.7598916026877
2026-04-07 15:42:04.900,-6.8127705,107.6432813,1193.659892133888
2026-04-07 15:42:05.156,-6.8127706,107.6432812,1193.5998926650884
2026-04-07 15:42:05.397,-6.8127707,107.6432812,1193.5898932562675
2026-04-07 15:42:05.656,-6.8127707,107.6432812,1193.5198932562673
2026-04-07 15:42:05.898,-6.812771,107.6432812,1193.4298950298046
2026-04-07 15:42:06.155,-6.8127711,107.6432813,1193.3898956809624
2026-04-07 15:42:06.399,-6.8127712,107.6432812,1193.3498962121628
2026-04-07 15:42:06.658,-6.8127713,107.6432811,1193.3098967433632
2026-04-07 15:42:06.898,-6.8127716,107.643281,1193.2398984569224
2026-04-07 15:42:07.158,-6.8127718,107.6432811,1193.2098996992595
2026-04-07 15:42:07.395,-6.8127719,107.643281,1193.1799002304601
2026-04-07 15:42:07.657,-6.812772,107.643281,1193.1499008216394
2026-04-07 15:42:07.903,-6.8127721,107.643281,1193.0699014128188
2026-04-07 15:42:08.156,-6.8127722,107.6432808,1193.0899018840414
2026-04-07 15:42:08.398,-6.8127723,107.6432808,1193.0799024752207
2026-04-07 15:42:08.656,-6.8127725,107.6432807,1193.049903597601
2026-04-07 15:42:08.898,-6.8127726,107.6432807,1192.9999041887806
2026-04-07 15:42:09.156,-6.8127727,107.6432806,1192.9999047199817
2026-04-07 15:42:09.395,-6.8127728,107.6432805,1192.959905251183
2026-04-07 15:42:09.657,-6.8127729,107.6432805,1192.9199058423626
2026-04-07 15:42:09.903,-6.8127731,107.6432804,1192.8499069647437
2026-04-07 15:42:10.156,-6.8127731,107.6432804,1192.7999069647435
2026-04-07 15:42:10.396,-6.8127731,107.6432807,1192.6999071446783
2026-04-07 15:42:10.656,-6.8127732,107.6432808,1192.659907795836
2026-04-07 15:42:10.897,-6.8127733,107.6432804,1192.619908147103
2026-04-07 15:42:11.158,-6.8127735,107.6432802,1192.6299092095057
2026-04-07 15:42:11.397,-6.8127736,107.6432801,1192.5899097407073
2026-04-07 15:42:11.658,-6.8127737,107.64328,1192.5999102719088
2026-04-07 15:42:11.902,-6.8127738,107.6432797,1192.589910683154
2026-04-07 15:42:12.164,-6.8127739,107.6432796,1192.5699112143552
2026-04-07 15:42:12.397,-6.8127739,107.6432795,1192.5799111543768
2026-04-07 15:42:12.658,-6.812774,107.6432794,1192.5699116855785
2026-04-07 15:42:12.897,-6.8127742,107.6432793,1192.5299128079603
2026-04-07 15:42:13.163,-6.8127744,107.6432792,1192.5099139303422
2026-04-07 15:42:13.404,-6.8127745,107.643279,1192.4899144015656
2026-04-07 15:42:13.658,-6.8127746,107.643279,1192.439914992746
2026-04-07 15:42:13.904,-6.8127748,107.6432788,1192.4399160551498
2026-04-07 15:42:14.156,-6.8127748,107.6432787,1192.4199159951713
2026-04-07 15:42:14.403,-6.8127749,107.6432787,1192.3699165863518
2026-04-07 15:42:14.663,-6.8127749,107.6432787,1192.2899165863516
2026-04-07 15:42:14.902,-6.812775,107.6432787,1192.259917177532
2026-04-07 15:42:15.164,-6.8127751,107.6432787,1192.1999177687126
2026-04-07 15:42:15.398,-6.8127752,107.6432787,1192.189918359893
2026-04-07 15:42:15.657,-6.8127754,107.6432786,1192.1499194822757
2026-04-07 15:42:15.902,-6.8127755,107.6432786,1192.129920073456
2026-04-07 15:42:16.161,-6.8127755,107.6432786,1192.079920073456
2026-04-07 15:42:16.402,-6.8127756,107.6432785,1192.0399206046582
2026-04-07 15:42:16.668,-6.8127755,107.6432782,1191.9999198335427
2026-04-07 15:42:16.896,-6.8127755,107.643278,1191.9699197135858
2026-04-07 15:42:17.155,-6.8127756,107.6432779,1191.959920244788
2026-04-07 15:42:17.396,-6.8127757,107.6432779,1191.9699208359687
2026-04-07 15:42:17.656,-6.8127755,107.6432778,1191.8799195936288
2026-04-07 15:42:17.896,-6.8127755,107.6432778,1191.8599195936288
2026-04-07 15:42:18.158,-6.8127755,107.6432778,1191.8599195936288
2026-04-07 15:42:18.397,-6.8127755,107.6432778,1191.8299195936286
2026-04-07 15:42:18.656,-6.8127754,107.6432778,1191.799919002448
2026-04-07 15:42:18.904,-6.8127752,107.6432778,1191.7399178200867
2026-04-07 15:42:19.156,-6.8127753,107.6432778,1191.7199184112674
2026-04-07 15:42:19.396,-6.8127752,107.6432777,1191.679917760108
2026-04-07 15:42:19.664,-6.8127751,107.6432777,1191.6499171689272
2026-04-07 15:42:19.902,-6.8127751,107.6432775,1191.61991704897
2026-04-07 15:42:20.161,-6.8127749,107.6432775,1191.5699158666082
2026-04-07 15:42:20.399,-6.8127748,107.6432775,1191.5399152754276
2026-04-07 15:42:20.660,-6.8127748,107.6432774,1191.5199152154487
2026-04-07 15:42:20.905,-6.8127748,107.6432773,1191.4299151554699
2026-04-07 15:42:21.160,-6.8127747,107.6432773,1191.3899145642893
2026-04-07 15:42:21.401,-6.8127746,107.6432773,1191.3399139731084
2026-04-07 15:42:21.662,-6.8127746,107.6432774,1191.2899140330871
2026-04-07 15:42:21.899,-6.8127745,107.6432777,1191.1799136218435
2026-04-07 15:42:22.162,-6.8127744,107.6432777,1191.1799130306629
2026-04-07 15:42:22.398,-6.8127743,107.6432778,1191.1199124994612
2026-04-07 15:42:22.656,-6.8127743,107.6432779,1191.06991255944
2026-04-07 15:42:22.897,-6.8127741,107.6432777,1191.019911257121
2026-04-07 15:42:23.156,-6.8127741,107.6432778,1190.9799113171
2026-04-07 15:42:23.397,-6.812774,107.6432778,1190.9299107259196
2026-04-07 15:42:23.655,-6.812774,107.6432778,1190.9099107259196
2026-04-07 15:42:23.896,-6.8127738,107.6432777,1190.9399094835794
2026-04-07 15:42:24.159,-6.8127737,107.6432777,1190.879908892399
2026-04-07 15:42:24.401,-6.8127737,107.6432777,1190.859908892399
2026-04-07 15:42:24.655,-6.8127736,107.6432778,1190.8999083611977
2026-04-07 15:42:24.896,-6.8127736,107.6432781,1190.8199085411347
2026-04-07 15:42:25.154,-6.8127736,107.6432782,1190.7799086011137
2026-04-07 15:42:25.396,-6.8127735,107.6432783,1190.7399080699124
2026-04-07 15:42:25.658,-6.8127736,107.6432783,1190.6999086610926
2026-04-07 15:42:25.900,-6.8127736,107.6432785,1190.6399087810505
2026-04-07 15:42:26.160,-6.8127737,107.6432786,1190.6199094322096
2026-04-07 15:42:26.395,-6.8127738,107.6432787,1190.6099100833685
2026-04-07 15:42:26.656,-6.8127738,107.6432787,1190.5599100833683
2026-04-07 15:42:26.897,-6.8127739,107.6432787,1190.5099106745486
2026-04-07 15:42:27.158,-6.812774,107.6432787,1190.5099112657288
2026-04-07 15:42:27.399,-6.8127741,107.6432787,1190.5199118569092
2026-04-07 15:42:27.658,-6.8127742,107.6432786,1190.5099123881107
2026-04-07 15:42:27.898,-6.8127743,107.6432788,1190.4899130992483
2026-04-07 15:42:28.163,-6.8127745,107.6432789,1190.489914341587
2026-04-07 15:42:28.413,-6.8127746,107.6432789,1190.4499149327676
2026-04-07 15:42:28.662,-6.8127748,107.6432787,1190.4699159951713
2026-04-07 15:42:28.904,-6.8127749,107.6432787,1190.4199165863517
2026-04-07 15:42:29.162,-6.8127749,107.6432787,1190.4099165863518
2026-04-07 15:42:29.402,-6.812775,107.6432787,1190.4199171775322
