timestamp,write_speed_Bps,cpu_percent,ram_percent,jetson_temp_c,gps_hz,imu_hz,ctd_hz,adcp_hz,battery_hz,sbes_hz
2026-04-18 19:30:20.176,0.00,29.20,57.20,50.47,0.00,0.00,0.00,0.00,0.00,0.00
2026-04-18 19:30:21.345,0.00,25.70,57.20,51.09,0.00,0.00,0.00,0.00,0.00,0.00
2026-04-18 19:30:22.176,917.17,24.10,57.30,50.56,0.00,0.00,1.20,1.20,0.00,1.20
2026-04-18 19:30:23.177,752.64,13.20,57.30,50.75,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:30:24.176,763.39,11.30,57.30,50.47,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:30:25.177,760.64,13.40,57.30,50.38,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:30:26.176,763.38,11.90,57.30,50.75,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:30:27.177,756.77,12.80,57.40,50.56,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:30:28.176,764.94,12.50,57.40,50.44,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:30:29.178,758.35,13.00,57.40,50.53,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:30:30.176,769.38,12.50,57.40,50.38,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:30:31.178,758.90,13.60,57.40,50.44,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:30:32.175,757.89,13.20,57.40,50.72,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:30:33.177,764.73,13.30,57.40,50.44,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:30:34.176,765.07,11.70,57.40,50.47,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:30:35.178,768.43,14.00,57.40,50.44,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:30:36.175,778.23,14.30,57.40,50.47,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:30:37.179,760.74,19.80,57.70,50.38,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:30:38.175,766.83,21.10,57.70,50.69,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:30:39.177,768.47,12.90,57.70,50.41,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:30:40.176,776.92,13.10,57.70,50.41,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:30:41.178,768.85,15.00,57.70,50.41,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:30:42.176,769.03,12.00,57.70,50.34,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:30:43.178,774.64,13.80,57.70,50.62,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:30:44.176,783.90,13.70,57.60,50.47,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:30:45.178,778.33,13.00,57.60,50.47,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:30:46.176,781.62,12.40,57.60,50.47,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:30:47.177,786.84,16.50,57.70,50.44,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:30:48.176,785.18,12.80,57.70,50.66,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:30:49.178,790.08,13.10,57.70,50.50,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:30:50.175,794.10,11.70,57.70,50.47,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:30:51.178,796.19,12.40,57.70,50.31,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:30:52.175,791.85,13.60,57.70,50.38,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:30:53.178,787.84,13.30,57.70,50.25,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:30:54.176,795.55,11.40,57.70,50.59,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:30:55.178,792.56,13.70,57.70,50.47,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:30:56.175,800.08,10.70,57.70,50.47,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:30:57.178,791.90,11.90,57.70,50.47,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:30:58.175,798.06,13.20,57.70,50.34,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:30:59.177,792.61,11.90,57.70,50.59,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:31:00.176,799.31,10.40,57.70,50.50,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:31:01.178,790.18,11.40,57.70,50.50,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:31:02.175,808.03,11.90,57.70,50.34,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:31:03.177,800.74,11.10,57.70,50.31,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:31:04.175,795.27,12.80,57.70,50.38,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:31:05.178,793.95,12.10,57.70,50.50,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:31:06.175,804.11,11.70,57.70,50.38,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:31:07.178,786.10,12.70,57.70,50.41,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:31:08.175,797.95,10.90,57.70,50.47,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:31:09.177,790.67,13.20,57.70,50.34,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:31:10.175,789.27,12.60,57.70,50.38,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:31:11.177,782.76,14.40,57.70,50.47,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:31:12.175,799.31,11.10,57.70,50.31,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:31:13.177,786.70,12.80,57.70,50.28,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:31:14.175,791.25,12.30,57.70,50.56,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:31:15.177,786.74,13.20,57.70,50.22,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:31:16.175,789.29,13.20,57.70,50.31,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:31:17.177,782.58,13.50,57.70,50.34,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:31:18.175,791.47,12.10,57.80,50.31,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:31:19.177,788.46,13.80,57.80,50.41,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:31:20.175,787.53,13.30,57.80,50.41,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:31:21.177,778.64,14.00,57.80,50.53,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:31:22.176,785.18,16.30,57.80,50.31,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:31:23.177,782.82,14.30,57.80,50.34,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:31:24.175,785.24,13.30,57.80,50.50,0.00,0.00,1.00,1.00,0.00,1.00
