[System]
Platform=SEANO USV
Start_Time=2026-05-02 12:14:04
Timezone=WIB

[Sensor]
Name=System Metrics

[Columns]
Timestamp(WIB)	WriteSpeed(Bps)	CPU(%)	RAM(%)	JetsonTemp(C)	GPS_Hz	IMU_Hz	CTD_Hz	ADCP_Hz	BATTERY_Hz	SBES_Hz

[Data]
2026-05-02 12:14:05.721	0.00	74.10	67.50	54.12	0.00	0.00	0.00	0.00	0.00	0.00
2026-05-02 12:14:06.913	0.00	26.50	67.50	54.06	0.00	0.00	0.00	0.00	0.00	0.00
2026-05-02 12:14:07.721	2431.18	26.20	67.50	53.62	3.71	3.71	1.24	1.24	3.71	1.24
2026-05-02 12:14:08.726	2358.84	39.60	67.30	53.69	3.98	3.98	1.00	1.00	3.98	1.00
2026-05-02 12:14:09.721	2376.15	24.60	67.30	53.75	4.02	4.02	1.01	1.01	4.02	1.01
2026-05-02 12:14:10.726	2360.13	25.50	67.30	53.88	3.98	3.98	0.99	0.99	3.98	0.99
2026-05-02 12:14:11.721	2377.86	22.00	67.30	53.62	4.02	4.02	1.01	1.01	4.02	1.01
2026-05-02 12:14:12.726	2350.59	22.90	67.30	53.69	3.98	3.98	1.00	1.00	3.98	1.00
2026-05-02 12:14:13.721	2373.49	25.30	67.30	53.84	4.02	4.02	1.00	1.00	4.02	1.00
2026-05-02 12:14:14.726	2349.93	28.30	67.30	53.59	3.98	3.98	0.99	0.99	3.98	0.99
2026-05-02 12:14:15.721	2378.22	23.60	67.30	53.66	4.02	4.02	1.01	1.01	4.02	1.01
2026-05-02 12:14:16.726	2338.88	21.70	67.30	53.84	3.98	3.98	1.00	1.00	3.98	1.00
2026-05-02 12:14:17.721	2381.14	19.90	67.30	53.53	4.02	4.02	1.00	1.00	4.02	1.00
2026-05-02 12:14:18.726	2361.95	21.80	67.30	53.75	3.98	3.98	0.99	0.99	3.98	0.99
2026-05-02 12:14:19.721	2390.02	23.30	67.30	53.75	4.02	4.02	1.01	1.01	4.02	1.01
2026-05-02 12:14:20.726	2360.38	23.80	67.30	53.62	3.98	3.98	1.00	1.00	3.98	1.00
2026-05-02 12:14:21.721	2411.80	22.80	67.30	53.56	4.02	4.02	1.00	1.00	4.02	1.00
2026-05-02 12:14:22.726	2352.59	22.50	67.30	53.72	3.98	3.98	1.00	1.00	3.98	1.00
2026-05-02 12:14:23.721	2387.47	22.30	67.30	53.56	4.02	4.02	1.00	1.00	4.02	1.00
2026-05-02 12:14:24.726	2356.01	24.80	67.30	53.75	3.98	3.98	0.99	0.99	3.98	0.99
2026-05-02 12:14:25.721	2390.80	24.30	67.30	53.88	4.02	4.02	1.01	1.01	4.02	1.01
2026-05-02 12:14:26.726	2356.29	23.70	67.30	53.50	3.98	3.98	1.00	1.00	3.98	1.00
2026-05-02 12:14:27.721	2405.89	22.80	67.30	53.59	4.02	4.02	1.00	1.00	4.02	1.00
2026-05-02 12:14:28.726	2358.28	23.10	67.30	53.66	3.98	3.98	1.00	1.00	3.98	1.00
2026-05-02 12:14:29.721	2405.73	24.60	67.30	53.91	4.02	4.02	1.00	1.00	4.02	1.00
2026-05-02 12:14:30.726	2364.42	25.00	67.30	53.66	3.98	3.98	1.00	1.00	3.98	1.00
2026-05-02 12:14:31.721	2431.92	24.00	67.30	53.62	4.02	4.02	1.00	1.00	4.02	1.00
2026-05-02 12:14:32.726	2379.53	22.80	67.30	53.88	3.98	3.98	0.99	0.99	3.98	0.99
2026-05-02 12:14:33.721	2396.48	21.80	67.30	53.50	4.02	4.02	1.01	1.01	4.02	1.01
2026-05-02 12:14:34.726	2386.55	24.40	67.30	53.50	3.98	3.98	1.00	1.00	3.98	1.00
2026-05-02 12:14:35.721	2399.72	23.10	67.30	53.97	4.02	4.02	1.00	1.00	4.02	1.00
2026-05-02 12:14:36.726	2395.84	23.10	67.30	53.72	3.98	3.98	0.99	0.99	3.98	0.99
2026-05-02 12:14:37.721	2403.88	22.70	67.30	53.66	4.02	4.02	1.00	1.00	4.02	1.00
2026-05-02 12:14:38.726	2400.46	22.60	67.30	53.66	3.98	3.98	1.00	1.00	3.98	1.00
2026-05-02 12:14:39.721	2435.70	22.80	67.30	53.66	4.02	4.02	1.00	1.00	4.02	1.00
2026-05-02 12:14:40.726	2437.98	23.70	67.30	53.56	3.98	3.98	1.00	1.00	3.98	1.00
2026-05-02 12:14:41.721	2434.46	20.30	67.30	53.78	4.02	4.02	1.01	1.01	4.02	1.01
2026-05-02 12:14:42.726	2412.41	22.80	67.30	53.66	3.98	3.98	1.00	1.00	3.98	1.00
2026-05-02 12:14:43.721	2397.17	22.60	67.30	53.59	4.02	4.02	1.00	1.00	4.02	1.00
2026-05-02 12:14:44.726	2420.12	23.30	67.30	53.66	3.98	3.98	1.00	1.00	3.98	1.00
2026-05-02 12:14:45.721	2403.02	22.60	67.30	53.50	4.02	4.02	1.00	1.00	4.02	1.00
2026-05-02 12:14:46.726	2380.13	23.30	67.30	53.66	3.98	3.98	1.00	1.00	3.98	1.00
2026-05-02 12:14:47.721	2395.05	22.10	67.30	53.84	4.02	4.02	1.01	1.01	4.02	1.01
2026-05-02 12:14:48.726	2406.09	23.90	67.30	53.66	3.98	3.98	1.00	1.00	3.98	1.00
2026-05-02 12:14:49.721	2413.86	23.10	67.30	53.88	4.02	4.02	1.00	1.00	4.02	1.00
2026-05-02 12:14:50.726	2394.14	24.00	67.30	53.56	3.98	3.98	1.00	1.00	3.98	1.00
2026-05-02 12:14:51.721	2413.87	22.90	67.30	53.97	4.02	4.02	1.00	1.00	4.02	1.00
2026-05-02 12:14:52.726	2381.85	22.70	67.30	53.88	3.98	3.98	0.99	0.99	3.98	0.99
2026-05-02 12:14:53.721	2431.99	22.30	67.30	53.72	4.02	4.02	1.00	1.00	4.02	1.00
2026-05-02 12:14:54.726	2395.88	25.60	67.30	53.66	3.98	3.98	0.99	0.99	3.98	0.99
2026-05-02 12:14:55.721	2418.23	24.20	67.30	53.78	4.02	4.02	1.01	1.01	4.02	1.01
2026-05-02 12:14:56.727	2384.95	21.90	67.30	53.50	3.98	3.98	0.99	0.99	3.98	0.99
2026-05-02 12:14:57.721	2443.55	22.40	67.30	53.69	4.02	4.02	1.01	1.01	4.02	1.01
2026-05-02 12:14:58.727	2384.77	23.00	67.30	53.91	3.98	3.98	0.99	0.99	3.98	0.99
2026-05-02 12:14:59.721	2408.78	24.50	67.30	53.59	4.02	4.02	1.01	1.01	4.02	1.01
2026-05-02 12:15:00.726	2391.89	24.90	67.30	53.75	3.98	3.98	0.99	0.99	3.98	0.99
2026-05-02 12:15:01.721	2416.40	23.50	67.30	53.72	4.02	4.02	1.01	1.01	4.02	1.01
2026-05-02 12:15:02.726	2402.63	21.50	67.30	53.88	3.98	3.98	1.00	1.00	3.98	1.00
2026-05-02 12:15:03.721	2404.15	23.70	67.30	53.62	4.02	4.02	1.01	1.01	4.02	1.01
2026-05-02 12:15:04.726	2373.46	24.80	67.30	53.66	3.98	3.98	0.99	0.99	3.98	0.99
2026-05-02 12:15:05.721	2384.27	23.70	67.30	53.88	4.02	4.02	1.01	1.01	4.02	1.01
2026-05-02 12:15:06.727	2380.57	24.40	67.30	53.59	3.98	3.98	0.99	0.99	3.98	0.99
2026-05-02 12:15:07.721	2403.49	22.60	67.30	53.81	4.02	4.02	1.01	1.01	4.02	1.01
2026-05-02 12:15:08.726	2400.47	22.70	67.30	53.84	3.98	3.98	1.00	1.00	3.98	1.00
2026-05-02 12:15:09.721	2405.71	24.60	67.30	53.56	4.02	4.02	1.00	1.00	4.02	1.00
2026-05-02 12:15:10.726	2379.29	25.60	67.30	53.81	3.98	3.98	0.99	0.99	3.98	0.99
2026-05-02 12:15:11.721	2386.71	25.40	67.30	53.88	4.02	4.02	1.01	1.01	4.02	1.01
2026-05-02 12:15:12.727	2367.05	22.30	67.30	53.69	3.98	3.98	0.99	0.99	3.98	0.99
2026-05-02 12:15:13.721	2395.32	25.40	67.30	53.78	4.02	4.02	1.01	1.01	4.02	1.01
2026-05-02 12:15:14.726	2369.94	25.50	67.30	53.88	3.98	3.98	0.99	0.99	3.98	0.99
2026-05-02 12:15:15.721	2374.18	24.80	67.30	53.69	4.02	4.02	1.01	1.01	4.02	1.01
2026-05-02 12:15:16.727	2368.68	28.00	67.30	53.78	3.98	3.98	0.99	0.99	3.98	0.99
2026-05-02 12:15:17.721	2385.40	23.50	67.30	53.84	4.02	4.02	1.01	1.01	4.02	1.01
2026-05-02 12:15:18.727	2358.71	24.50	67.30	53.69	3.98	3.98	0.99	0.99	3.98	0.99
2026-05-02 12:15:19.721	2377.32	26.60	67.30	53.66	4.02	4.02	1.01	1.01	4.02	1.01
2026-05-02 12:15:20.726	2373.63	25.30	67.30	53.81	3.98	3.98	0.99	0.99	3.98	0.99
2026-05-02 12:15:21.721	2382.36	24.30	67.30	53.56	4.02	4.02	1.01	1.01	4.02	1.01
2026-05-02 12:15:22.727	2366.54	26.20	67.30	53.78	3.98	3.98	0.99	0.99	3.98	0.99
2026-05-02 12:15:23.721	2403.65	23.20	67.30	53.81	4.02	4.02	1.01	1.01	4.02	1.01
2026-05-02 12:15:24.726	2380.05	25.00	67.30	54.03	3.98	3.98	1.00	1.00	3.98	1.00
2026-05-02 12:15:25.721	2404.21	27.80	67.30	53.62	4.02	4.02	1.01	1.01	4.02	1.01
2026-05-02 12:15:26.726	2387.70	23.10	67.30	53.78	3.98	3.98	0.99	0.99	3.98	0.99
2026-05-02 12:15:27.721	2389.79	21.50	67.30	53.97	4.02	4.02	1.00	1.00	4.02	1.00
2026-05-02 12:15:28.726	2396.83	21.80	67.30	53.88	3.98	3.98	1.00	1.00	3.98	1.00
2026-05-02 12:15:29.721	2381.70	27.20	67.30	53.81	4.02	4.02	1.00	1.00	4.02	1.00
2026-05-02 12:15:30.726	2391.52	24.90	67.30	53.88	3.98	3.98	0.99	0.99	3.98	0.99
2026-05-02 12:15:31.721	2414.46	22.40	67.30	53.66	4.02	4.02	1.01	1.01	4.02	1.01
2026-05-02 12:15:32.726	2404.01	21.70	67.30	53.59	3.98	3.98	1.00	1.00	3.98	1.00
2026-05-02 12:15:33.721	2389.26	22.30	67.30	53.91	4.02	4.02	1.00	1.00	4.02	1.00
2026-05-02 12:15:34.726	2370.42	25.00	67.30	53.88	3.98	3.98	1.00	1.00	3.98	1.00
2026-05-02 12:15:35.721	2388.17	23.00	67.30	53.84	4.02	4.02	1.01	1.01	4.02	1.01
2026-05-02 12:15:36.726	2407.44	23.50	67.30	53.72	3.98	3.98	0.99	0.99	3.98	0.99
2026-05-02 12:15:37.721	2420.68	22.00	67.30	53.69	4.02	4.02	1.01	1.01	4.02	1.01
2026-05-02 12:15:38.726	2372.22	21.70	67.30	53.88	3.98	3.98	1.00	1.00	3.98	1.00
2026-05-02 12:15:39.721	2398.08	24.50	67.30	53.75	4.02	4.02	1.01	1.01	4.02	1.01
2026-05-02 12:15:40.726	2395.91	24.30	67.30	53.81	3.98	3.98	0.99	0.99	3.98	0.99
2026-05-02 12:15:41.721	2425.65	22.50	67.30	53.66	4.02	4.02	1.00	1.00	4.02	1.00
2026-05-02 12:15:42.726	2378.71	21.50	67.30	53.53	3.98	3.98	1.00	1.00	3.98	1.00
2026-05-02 12:15:43.721	2391.94	20.70	67.30	53.75	4.02	4.02	1.01	1.01	4.02	1.01
2026-05-02 12:15:44.726	2383.35	23.70	67.30	53.91	3.98	3.98	0.99	0.99	3.98	0.99
2026-05-02 12:15:45.721	2393.55	22.90	67.30	53.88	4.02	4.02	1.00	1.00	4.02	1.00
2026-05-02 12:15:46.726	2401.03	23.70	67.30	53.78	3.98	3.98	1.00	1.00	3.98	1.00
2026-05-02 12:15:47.721	2418.07	20.60	67.30	53.94	4.02	4.02	1.01	1.01	4.02	1.01
2026-05-02 12:15:48.726	2396.18	22.70	67.30	53.66	3.98	3.98	1.00	1.00	3.98	1.00
2026-05-02 12:15:49.721	2395.48	23.60	67.30	53.94	4.02	4.02	1.00	1.00	4.02	1.00
2026-05-02 12:15:50.726	2386.31	21.90	67.30	53.88	3.98	3.98	1.00	1.00	3.98	1.00
2026-05-02 12:15:51.721	2390.16	23.00	67.30	53.69	4.02	4.02	1.01	1.01	4.02	1.01
2026-05-02 12:15:52.726	2365.59	21.20	67.30	53.72	3.98	3.98	0.99	0.99	3.98	0.99
2026-05-02 12:15:53.721	2388.54	20.10	67.30	53.91	4.02	4.02	1.01	1.01	4.02	1.01
2026-05-02 12:15:54.726	2368.04	22.90	67.30	53.66	3.98	3.98	0.99	0.99	3.98	0.99
2026-05-02 12:15:55.721	2415.02	24.90	67.30	53.88	4.02	4.02	1.00	1.00	4.02	1.00
2026-05-02 12:15:56.726	2369.44	21.60	67.30	53.84	3.98	3.98	1.00	1.00	3.98	1.00
2026-05-02 12:15:57.721	2399.63	23.20	67.30	53.66	4.02	4.02	1.00	1.00	4.02	1.00
2026-05-02 12:15:58.726	2378.72	22.70	67.30	53.66	3.98	3.98	1.00	1.00	3.98	1.00
2026-05-02 12:15:59.721	2409.01	33.20	67.40	54.34	4.02	4.02	1.00	1.00	4.02	1.00
2026-05-02 12:16:00.727	2389.16	26.80	67.40	54.06	3.98	3.98	0.99	0.99	3.98	0.99
2026-05-02 12:16:01.721	2405.32	22.10	67.40	53.72	4.02	4.02	1.01	1.01	4.02	1.01
2026-05-02 12:16:02.726	2369.24	21.80	67.40	53.94	3.98	3.98	0.99	0.99	3.98	0.99
2026-05-02 12:16:03.721	2394.00	21.50	67.40	53.94	4.02	4.02	1.01	1.01	4.02	1.01
2026-05-02 12:16:04.726	2368.79	22.60	67.40	53.72	3.98	3.98	1.00	1.00	3.98	1.00
2026-05-02 12:16:05.722	2409.61	29.10	67.40	53.88	4.02	4.02	1.00	1.00	4.02	1.00
2026-05-02 12:16:06.726	2388.83	35.30	67.40	54.16	3.98	3.98	1.00	1.00	3.98	1.00
2026-05-02 12:16:07.721	2400.19	21.70	67.40	53.81	4.02	4.02	1.01	1.01	4.02	1.01
2026-05-02 12:16:08.726	2365.67	21.20	67.40	53.88	3.98	3.98	0.99	0.99	3.98	0.99
2026-05-02 12:16:09.721	2392.09	21.00	67.40	53.97	4.02	4.02	1.01	1.01	4.02	1.01
2026-05-02 12:16:10.727	2359.14	22.20	67.40	53.72	3.98	3.98	0.99	0.99	3.98	0.99
2026-05-02 12:16:11.721	2399.20	20.30	67.40	53.78	4.02	4.02	1.01	1.01	4.02	1.01
2026-05-02 12:16:12.726	2389.30	21.30	67.40	54.00	3.98	3.98	0.99	0.99	3.98	0.99
2026-05-02 12:16:13.721	2401.01	20.20	67.40	53.72	4.02	4.02	1.01	1.01	4.02	1.01
2026-05-02 12:16:14.726	2374.20	21.10	67.40	53.91	3.98	3.98	1.00	1.00	3.98	1.00
2026-05-02 12:16:15.721	2387.27	25.60	67.40	53.91	4.02	4.02	1.00	1.00	4.02	1.00
2026-05-02 12:16:16.727	2374.66	24.30	67.40	53.81	3.98	3.98	0.99	0.99	3.98	0.99
2026-05-02 12:16:17.721	2416.04	20.70	67.40	53.84	4.02	4.02	1.01	1.01	4.02	1.01
2026-05-02 12:16:18.726	2365.37	19.80	67.40	53.97	3.98	3.98	0.99	0.99	3.98	0.99
2026-05-02 12:16:19.721	2408.95	22.40	67.40	53.78	4.02	4.02	1.01	1.01	4.02	1.01
2026-05-02 12:16:20.723	2364.19	34.20	67.50	54.41	3.99	3.99	1.00	1.00	3.99	1.00
2026-05-02 12:16:21.721	2394.54	53.20	68.20	54.66	4.01	4.01	1.00	1.00	4.01	1.00
2026-05-02 12:16:22.726	2390.93	31.80	68.40	54.16	3.98	3.98	1.00	1.00	3.98	1.00
2026-05-02 12:16:23.721	2404.53	22.40	68.40	53.81	4.02	4.02	1.01	1.01	4.02	1.01
2026-05-02 12:16:24.724	2395.27	37.80	68.50	54.22	3.99	3.99	1.00	1.00	3.99	1.00
2026-05-02 12:16:25.721	2409.42	34.90	68.60	54.34	4.01	4.01	1.00	1.00	4.01	1.00
2026-05-02 12:16:26.727	2407.74	56.60	68.90	54.41	3.98	3.98	0.99	0.99	3.98	0.99
2026-05-02 12:16:27.721	2415.32	30.60	68.90	54.16	4.02	4.02	1.01	1.01	4.02	1.01
2026-05-02 12:16:28.724	2387.14	47.50	69.60	54.59	3.99	3.99	1.00	1.00	3.99	1.00
2026-05-02 12:16:29.721	2402.25	45.80	71.80	54.59	4.01	4.01	1.00	1.00	4.01	1.00
2026-05-02 12:16:30.723	2401.01	43.80	72.20	54.66	3.99	3.99	1.00	1.00	3.99	1.00
2026-05-02 12:16:31.721	2403.39	44.30	73.50	54.34	4.01	4.01	1.00	1.00	4.01	1.00
2026-05-02 12:16:32.724	2404.31	44.30	74.20	54.50	3.99	3.99	1.00	1.00	3.99	1.00
2026-05-02 12:16:33.721	2401.87	23.10	74.30	53.94	4.01	4.01	1.00	1.00	4.01	1.00
2026-05-02 12:16:34.726	2384.28	28.60	74.30	54.03	3.98	3.98	1.00	1.00	3.98	1.00
2026-05-02 12:16:35.721	2389.99	27.70	74.20	54.22	4.02	4.02	1.01	1.01	4.02	1.01
2026-05-02 12:16:36.726	2366.24	28.80	74.20	54.25	3.98	3.98	1.00	1.00	3.98	1.00
2026-05-02 12:16:37.721	2404.90	43.40	74.20	54.34	4.02	4.02	1.00	1.00	4.02	1.00
2026-05-02 12:16:38.724	2366.31	56.60	74.70	55.09	3.99	3.99	1.00	1.00	3.99	1.00
2026-05-02 12:16:39.721	2395.98	48.10	75.00	54.75	4.01	4.01	1.00	1.00	4.01	1.00
2026-05-02 12:16:40.724	2358.88	45.60	75.30	54.66	3.99	3.99	1.00	1.00	3.99	1.00
2026-05-02 12:16:41.721	2405.07	37.90	75.60	54.47	4.01	4.01	1.00	1.00	4.01	1.00
2026-05-02 12:16:42.723	2414.12	34.60	75.80	54.72	3.99	3.99	1.00	1.00	3.99	1.00
