timestamp,write_speed_Bps,cpu_percent,ram_percent,jetson_temp_c,gps_hz,imu_hz,ctd_hz,adcp_hz,battery_hz,sbes_hz
2026-04-18 19:11:21.503,0.00,17.50,57.00,49.28,0.00,0.00,0.00,0.00,0.00,0.00
2026-04-18 19:11:22.682,0.00,15.70,57.00,49.94,0.00,0.00,0.00,0.00,0.00,0.00
2026-04-18 19:11:23.503,923.63,11.70,57.00,49.47,0.00,0.00,1.22,1.22,0.00,1.22
2026-04-18 19:11:24.505,756.71,11.50,57.00,49.38,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:11:25.503,755.27,11.60,57.00,49.25,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:11:26.504,750.81,12.90,57.00,49.09,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:11:27.503,767.20,13.30,57.00,49.28,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:11:28.505,758.74,11.00,57.00,49.34,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:11:29.503,763.24,13.20,57.00,49.34,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:11:30.504,748.84,12.50,57.00,49.28,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:11:31.503,749.21,11.10,57.00,49.12,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:11:32.505,754.69,12.30,57.00,49.16,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:11:33.503,763.31,13.70,57.00,49.22,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:11:34.504,762.78,11.70,57.00,49.31,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:11:35.503,771.22,12.50,57.00,49.12,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:11:36.505,766.65,13.20,57.00,49.19,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:11:37.503,767.31,13.10,57.00,49.34,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:11:38.505,764.70,13.80,57.00,49.06,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:11:39.503,769.29,12.50,57.00,49.34,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:11:40.505,756.74,11.40,57.00,49.34,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:11:41.503,777.33,12.80,57.00,49.09,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:11:42.505,756.76,13.40,57.00,49.25,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:11:43.503,775.26,19.10,51.00,49.31,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:11:44.505,782.73,12.10,51.00,49.16,0.00,0.00,1.00,1.00,0.00,1.00
2026-04-18 19:11:45.503,777.27,12.40,51.00,49.16,0.00,0.00,1.00,1.00,0.00,1.00
