[System]
Platform=SEANO USV
Start_Time=2026-04-18 17:49:52
Timezone=WIB

[Sensor]
Name=System Metrics

[Columns]
Timestamp(WIB)	WriteSpeed(Bps)	CPU(%)	RAM(%)	JetsonTemp(C)	GPS_Hz	IMU_Hz	CTD_Hz	ADCP_Hz	BATTERY_Hz	SBES_Hz

[Data]
2026-04-18 17:49:53.512	0.00	86.60	71.00	54.03	0.00	0.00	0.00	0.00	0.00	0.00
2026-04-18 17:49:54.661	0.00	51.40	70.80	53.66	0.00	0.00	0.00	0.00	0.00	0.00
2026-04-18 17:49:55.512	1661.28	43.30	70.90	53.09	1.17	3.52	1.17	1.17	1.17	1.17
2026-04-18 17:49:56.519	1796.54	24.70	70.90	53.09	1.99	3.97	0.99	0.99	1.99	0.99
2026-04-18 17:49:57.513	1822.21	23.10	70.90	52.72	2.01	4.02	1.01	1.01	2.01	1.01
2026-04-18 17:49:58.519	1802.07	25.20	70.90	52.72	1.99	3.98	0.99	0.99	1.99	0.99
2026-04-18 17:49:59.514	1813.31	24.20	70.90	52.91	2.01	4.02	1.01	1.01	2.01	1.01
2026-04-18 17:50:00.518	1801.64	25.80	70.90	52.53	1.99	3.98	1.00	1.00	1.99	1.00
2026-04-18 17:50:01.512	1809.01	38.30	70.30	53.44	2.01	4.02	1.01	1.01	2.01	1.01
2026-04-18 17:50:02.514	1801.36	60.70	70.40	53.72	2.00	3.99	1.00	1.00	2.00	1.00
2026-04-18 17:50:03.514	1808.07	23.70	70.50	52.75	2.00	4.00	1.00	1.00	2.00	1.00
2026-04-18 17:50:04.519	1798.88	21.50	70.40	52.69	1.99	3.98	0.99	0.99	1.99	0.99
2026-04-18 17:50:05.513	1819.62	21.70	70.40	52.81	2.01	4.02	1.01	1.01	2.01	1.01
2026-04-18 17:50:06.519	1796.30	23.90	70.50	52.62	1.99	3.98	0.99	0.99	1.99	0.99
2026-04-18 17:50:07.513	1826.55	24.50	70.50	52.59	2.01	4.02	1.01	1.01	2.01	1.01
2026-04-18 17:50:08.519	1801.92	21.60	70.50	52.81	1.99	3.98	0.99	0.99	1.99	0.99
2026-04-18 17:50:09.512	1829.83	42.80	70.70	53.62	2.01	4.03	1.01	1.01	2.01	1.01
2026-04-18 17:50:10.518	1807.03	35.10	70.80	52.81	1.99	3.98	0.99	0.99	1.99	0.99
2026-04-18 17:50:11.513	1826.81	21.20	70.80	52.72	2.01	4.02	1.00	1.00	2.01	1.00
2026-04-18 17:50:12.518	1801.09	21.20	70.80	52.84	1.99	3.98	1.00	1.00	1.99	1.00
2026-04-18 17:50:13.514	1812.70	23.40	70.80	52.59	2.01	4.02	1.00	1.00	2.01	1.00
2026-04-18 17:50:14.518	1809.19	20.10	70.80	52.44	1.99	3.98	1.00	1.00	1.99	1.00
2026-04-18 17:50:15.513	1831.14	21.50	70.80	52.62	2.01	4.02	1.01	1.01	2.01	1.01
2026-04-18 17:50:16.519	1813.95	22.30	70.80	52.53	1.99	3.98	0.99	0.99	1.99	0.99
2026-04-18 17:50:17.513	1834.03	21.30	70.80	52.44	2.01	4.02	1.01	1.01	2.01	1.01
2026-04-18 17:50:18.519	1814.50	23.70	70.80	52.59	1.99	3.98	0.99	0.99	1.99	0.99
2026-04-18 17:50:19.513	1837.64	20.10	70.80	52.47	2.01	4.02	1.01	1.01	2.01	1.01
2026-04-18 17:50:20.518	1824.31	20.20	70.80	52.69	1.99	3.98	1.00	1.00	1.99	1.00
2026-04-18 17:50:21.514	1843.40	22.90	70.80	52.59	2.01	4.02	1.00	1.00	2.01	1.00
2026-04-18 17:50:22.519	1822.06	22.70	70.80	52.31	1.99	3.98	0.99	0.99	1.99	0.99
2026-04-18 17:50:23.514	1854.17	23.90	70.90	52.53	2.01	4.02	1.01	1.01	2.01	1.01
2026-04-18 17:50:24.518	1821.37	21.40	70.90	52.31	1.99	3.98	1.00	1.00	1.99	1.00
2026-04-18 17:50:25.513	1843.90	21.70	70.90	52.31	2.01	4.02	1.01	1.01	2.01	1.01
2026-04-18 17:50:26.518	1812.49	25.80	70.90	52.41	1.99	3.98	0.99	0.99	1.99	0.99
2026-04-18 17:50:27.513	1847.50	23.40	70.90	52.34	2.01	4.02	1.01	1.01	2.01	1.01
2026-04-18 17:50:28.519	1843.37	23.50	70.90	52.31	1.99	3.98	0.99	0.99	1.99	0.99
2026-04-18 17:50:29.513	1850.33	23.20	71.00	52.59	2.01	4.02	1.01	1.01	2.01	1.01
2026-04-18 17:50:30.518	1833.08	22.40	71.00	52.22	1.99	3.98	1.00	1.00	1.99	1.00
2026-04-18 17:50:31.514	1849.85	24.30	70.90	52.16	2.01	4.02	1.00	1.00	2.01	1.00
2026-04-18 17:50:32.518	1843.60	24.80	70.90	52.53	1.99	3.98	1.00	1.00	1.99	1.00
2026-04-18 17:50:33.513	1859.35	23.40	70.90	52.22	2.01	4.02	1.01	1.01	2.01	1.01
2026-04-18 17:50:34.518	1836.77	21.30	70.90	52.25	1.99	3.98	0.99	0.99	1.99	0.99
2026-04-18 17:50:35.513	1850.50	20.70	70.90	52.41	2.01	4.02	1.01	1.01	2.01	1.01
2026-04-18 17:50:36.521	1817.36	22.40	70.90	52.34	1.98	3.97	0.99	0.99	1.98	0.99
2026-04-18 17:50:37.513	1838.35	25.80	70.90	52.09	2.02	4.03	1.01	1.01	2.02	1.01
2026-04-18 17:50:38.518	1823.14	21.40	70.90	52.34	1.99	3.98	1.00	1.00	1.99	1.00
2026-04-18 17:50:39.513	1844.88	22.30	70.90	52.00	2.01	4.02	1.00	1.00	2.01	1.00
2026-04-18 17:50:40.518	1848.91	21.50	71.00	52.00	1.99	3.98	1.00	1.00	1.99	1.00
2026-04-18 17:50:41.513	1861.25	24.00	71.00	52.16	2.01	4.02	1.00	1.00	2.01	1.00
2026-04-18 17:50:42.518	1834.98	20.10	71.00	51.94	1.99	3.98	1.00	1.00	1.99	1.00
2026-04-18 17:50:43.513	1830.41	36.10	70.60	52.22	2.01	4.02	1.00	1.00	2.01	1.00
2026-04-18 17:50:44.519	1824.09	33.10	70.50	52.31	1.99	3.98	0.99	0.99	1.99	0.99
2026-04-18 17:50:45.513	1848.87	21.40	70.50	52.41	2.01	4.02	1.01	1.01	2.01	1.01
2026-04-18 17:50:46.518	1800.12	21.20	70.50	52.09	1.99	3.98	0.99	0.99	1.99	0.99
2026-04-18 17:50:47.513	1858.22	19.20	70.50	52.22	2.01	4.02	1.01	1.01	2.01	1.01
2026-04-18 17:50:48.519	1827.31	21.60	70.50	52.22	1.99	3.98	0.99	0.99	1.99	0.99
2026-04-18 17:50:49.513	1842.12	20.30	70.50	51.94	2.01	4.02	1.01	1.01	2.01	1.01
2026-04-18 17:50:50.518	1825.18	20.20	70.60	52.06	1.99	3.98	1.00	1.00	1.99	1.00
2026-04-18 17:50:51.513	1843.19	20.20	70.60	52.28	2.01	4.02	1.01	1.01	2.01	1.01
2026-04-18 17:50:52.518	1820.47	22.40	70.60	52.06	1.99	3.98	0.99	0.99	1.99	0.99
2026-04-18 17:50:53.513	1841.31	19.30	70.60	52.06	2.01	4.02	1.01	1.01	2.01	1.01
2026-04-18 17:50:54.518	1817.23	20.40	70.60	52.25	1.99	3.98	1.00	1.00	1.99	1.00
2026-04-18 17:50:55.513	1844.85	21.50	70.60	51.94	2.01	4.02	1.00	1.00	2.01	1.00
2026-04-18 17:50:56.520	1810.09	23.60	70.50	52.03	1.99	3.97	0.99	0.99	1.99	0.99
2026-04-18 17:50:57.513	1841.82	23.90	70.50	52.19	2.01	4.03	1.01	1.01	2.01	1.01
2026-04-18 17:50:58.519	1812.49	22.30	70.50	51.94	1.99	3.98	0.99	0.99	1.99	0.99
2026-04-18 17:50:59.513	1835.94	20.40	70.50	51.97	2.01	4.02	1.01	1.01	2.01	1.01
2026-04-18 17:51:00.519	1817.16	26.70	70.60	52.16	1.99	3.98	0.99	0.99	1.99	0.99
2026-04-18 17:51:01.513	1836.81	26.40	70.60	51.94	2.01	4.02	1.01	1.01	2.01	1.01
2026-04-18 17:51:02.519	1823.97	22.00	70.60	51.97	1.99	3.98	0.99	0.99	1.99	0.99
2026-04-18 17:51:03.513	1826.08	23.40	70.60	52.03	2.01	4.02	1.01	1.01	2.01	1.01
2026-04-18 17:51:04.518	1809.05	22.60	70.60	51.97	1.99	3.98	1.00	1.00	1.99	1.00
2026-04-18 17:51:05.513	1827.84	21.50	70.60	51.88	2.01	4.02	1.01	1.01	2.01	1.01
2026-04-18 17:51:06.518	1814.02	21.60	70.60	51.88	1.99	3.98	0.99	0.99	1.99	0.99
2026-04-18 17:51:07.514	1824.59	24.70	70.60	52.22	2.01	4.02	1.00	1.00	2.01	1.00
2026-04-18 17:51:08.519	1809.11	21.70	70.60	52.06	1.99	3.98	1.00	1.00	1.99	1.00
2026-04-18 17:51:09.513	1840.55	21.10	70.60	51.84	2.01	4.02	1.01	1.01	2.01	1.01
2026-04-18 17:51:10.518	1806.75	24.70	70.60	51.94	1.99	3.98	0.99	0.99	1.99	0.99
2026-04-18 17:51:11.513	1818.56	21.80	70.60	51.94	2.01	4.02	1.00	1.00	2.01	1.00
2026-04-18 17:51:12.518	1806.64	21.60	70.60	51.81	1.99	3.98	0.99	0.99	1.99	0.99
2026-04-18 17:51:13.513	1827.94	21.20	70.60	51.94	2.01	4.02	1.01	1.01	2.01	1.01
2026-04-18 17:51:14.518	1805.07	21.30	70.60	51.94	1.99	3.98	1.00	1.00	1.99	1.00
2026-04-18 17:51:15.513	1831.55	20.00	70.60	51.78	2.01	4.02	1.01	1.01	2.01	1.01
2026-04-18 17:51:16.518	1801.99	21.00	70.60	51.94	1.99	3.98	0.99	0.99	1.99	0.99
2026-04-18 17:51:17.513	1839.86	20.50	70.60	51.88	2.01	4.02	1.01	1.01	2.01	1.01
2026-04-18 17:51:18.518	1818.40	20.70	70.60	52.00	1.99	3.98	0.99	0.99	1.99	0.99
2026-04-18 17:51:19.513	1835.63	21.40	70.60	51.78	2.01	4.02	1.01	1.01	2.01	1.01
2026-04-18 17:51:20.519	1815.76	20.60	70.60	51.91	1.99	3.98	0.99	0.99	1.99	0.99
2026-04-18 17:51:21.513	1842.53	20.70	70.60	51.97	2.01	4.02	1.01	1.01	2.01	1.01
2026-04-18 17:51:22.518	1786.70	21.30	70.60	51.81	1.99	3.98	0.99	0.99	1.99	0.99
2026-04-18 17:51:23.513	1827.32	20.30	70.60	51.81	2.01	4.02	1.01	1.01	2.01	1.01
2026-04-18 17:51:24.518	1808.99	18.80	70.60	51.88	1.99	3.98	1.00	1.00	1.99	1.00
2026-04-18 17:51:25.513	1825.18	20.40	70.60	51.66	2.01	4.02	1.01	1.01	2.01	1.01
2026-04-18 17:51:26.518	1824.36	20.50	70.60	51.78	1.99	3.98	0.99	0.99	1.99	0.99
2026-04-18 17:51:27.513	1831.78	18.60	70.60	52.09	2.01	4.02	1.01	1.01	2.01	1.01
2026-04-18 17:51:28.518	1814.07	21.10	70.60	51.59	1.99	3.98	0.99	0.99	1.99	0.99
2026-04-18 17:51:29.513	1846.13	20.10	70.60	51.78	2.01	4.02	1.01	1.01	2.01	1.01
2026-04-18 17:51:30.518	1816.29	20.60	70.60	51.88	1.99	3.98	0.99	0.99	1.99	0.99
2026-04-18 17:51:31.513	1845.90	20.30	70.60	51.59	2.01	4.02	1.01	1.01	2.01	1.01
2026-04-18 17:51:32.518	1826.73	18.90	70.60	51.81	1.99	3.98	0.99	0.99	1.99	0.99
2026-04-18 17:51:33.513	1835.13	19.90	70.60	51.88	2.01	4.02	1.00	1.00	2.01	1.00
2026-04-18 17:51:34.518	1803.45	21.00	70.60	51.66	1.99	3.98	1.00	1.00	1.99	1.00
2026-04-18 17:51:35.513	1818.85	19.30	70.60	51.62	2.01	4.02	1.00	1.00	2.01	1.00
2026-04-18 17:51:36.519	1813.57	19.60	70.60	51.75	1.99	3.98	0.99	0.99	1.99	0.99
2026-04-18 17:51:37.513	1804.08	20.90	70.60	51.62	2.01	4.02	1.01	1.01	2.01	1.01
2026-04-18 17:51:38.518	1818.66	21.10	70.60	51.81	1.99	3.98	0.99	0.99	1.99	0.99
2026-04-18 17:51:39.513	1837.84	19.70	70.60	51.81	2.01	4.02	1.01	1.01	2.01	1.01
2026-04-18 17:51:40.518	1814.05	20.90	70.60	51.91	1.99	3.98	0.99	0.99	1.99	0.99
2026-04-18 17:51:41.513	1833.92	20.40	70.60	51.50	2.01	4.02	1.01	1.01	2.01	1.01
2026-04-18 17:51:42.519	1819.50	21.10	70.60	51.72	1.99	3.98	0.99	0.99	1.99	0.99
2026-04-18 17:51:43.513	1821.90	22.60	70.60	51.78	2.01	4.02	1.01	1.01	2.01	1.01
2026-04-18 17:51:44.518	1817.21	21.30	70.60	51.72	1.99	3.98	1.00	1.00	1.99	1.00
2026-04-18 17:51:45.513	1839.78	20.80	70.60	51.56	2.01	4.02	1.01	1.01	2.01	1.01
2026-04-18 17:51:46.518	1827.60	22.60	70.60	51.75	1.99	3.98	0.99	0.99	1.99	0.99
2026-04-18 17:51:47.513	1838.49	20.40	70.60	51.78	2.01	4.02	1.01	1.01	2.01	1.01
2026-04-18 17:51:48.518	1782.38	22.40	70.60	51.56	1.99	3.98	0.99	0.99	1.99	0.99
2026-04-18 17:51:49.513	1843.67	21.80	70.60	51.88	2.01	4.02	1.01	1.01	2.01	1.01
2026-04-18 17:51:50.518	1818.92	20.60	70.60	51.78	1.99	3.98	1.00	1.00	1.99	1.00
2026-04-18 17:51:51.513	1830.66	20.80	70.60	51.69	2.01	4.02	1.00	1.00	2.01	1.00
2026-04-18 17:51:52.518	1822.53	21.20	70.60	51.66	1.99	3.98	0.99	0.99	1.99	0.99
2026-04-18 17:51:53.513	1843.87	22.00	70.60	51.62	2.01	4.02	1.01	1.01	2.01	1.01
2026-04-18 17:51:54.518	1826.95	22.60	70.60	51.69	1.99	3.98	1.00	1.00	1.99	1.00
2026-04-18 17:51:55.513	1836.96	22.80	70.60	51.56	2.01	4.02	1.00	1.00	2.01	1.00
2026-04-18 17:51:56.518	1827.08	21.50	70.60	51.59	1.99	3.98	1.00	1.00	1.99	1.00
2026-04-18 17:51:57.513	1839.32	21.80	70.60	51.53	2.01	4.02	1.01	1.01	2.01	1.01
2026-04-18 17:51:58.518	1812.35	22.80	70.60	51.44	1.99	3.98	0.99	0.99	1.99	0.99
2026-04-18 17:51:59.513	1841.54	21.40	70.60	51.66	2.01	4.02	1.01	1.01	2.01	1.01
2026-04-18 17:52:00.518	1819.35	23.10	70.60	51.75	1.99	3.98	1.00	1.00	1.99	1.00
2026-04-18 17:52:01.513	1838.96	22.00	70.60	51.56	2.01	4.02	1.00	1.00	2.01	1.00
2026-04-18 17:52:02.518	1796.60	22.00	70.60	51.69	1.99	3.98	0.99	0.99	1.99	0.99
2026-04-18 17:52:03.513	1829.11	22.60	70.60	51.84	2.01	4.02	1.01	1.01	2.01	1.01
2026-04-18 17:52:04.518	1822.32	22.20	70.60	51.44	1.99	3.98	0.99	0.99	1.99	0.99
2026-04-18 17:52:05.513	1842.12	21.90	70.60	51.44	2.01	4.02	1.01	1.01	2.01	1.01
2026-04-18 17:52:06.518	1788.96	21.30	70.60	51.69	1.99	3.98	0.99	0.99	1.99	0.99
2026-04-18 17:52:07.513	1843.49	22.50	70.60	51.41	2.01	4.02	1.01	1.01	2.01	1.01
2026-04-18 17:52:08.518	1822.24	23.50	70.60	51.50	1.99	3.98	0.99	0.99	1.99	0.99
2026-04-18 17:52:09.512	1847.23	23.10	70.70	52.34	2.01	4.02	1.01	1.01	2.01	1.01
2026-04-18 17:52:10.518	1832.76	26.60	70.60	51.50	1.99	3.98	0.99	0.99	1.99	0.99
2026-04-18 17:52:11.514	1840.81	23.40	70.60	51.56	2.01	4.02	1.00	1.00	2.01	1.00
2026-04-18 17:52:12.519	1810.20	24.10	70.60	51.66	1.99	3.98	0.99	0.99	1.99	0.99
2026-04-18 17:52:13.513	1848.73	21.80	70.60	51.34	2.01	4.02	1.01	1.01	2.01	1.01
2026-04-18 17:52:14.518	1777.55	22.10	70.60	51.53	1.99	3.98	1.00	1.00	1.99	1.00
2026-04-18 17:52:15.513	1841.10	21.30	70.60	51.62	2.01	4.02	1.00	1.00	2.01	1.00
2026-04-18 17:52:16.518	1831.26	22.50	70.60	51.72	1.99	3.98	1.00	1.00	1.99	1.00
2026-04-18 17:52:17.512	1845.68	21.00	70.60	51.34	2.01	4.02	1.01	1.01	2.01	1.01
2026-04-18 17:52:18.518	1839.72	22.60	70.60	51.59	1.99	3.98	0.99	0.99	1.99	0.99
2026-04-18 17:52:19.513	1849.24	22.20	70.60	51.69	2.01	4.02	1.01	1.01	2.01	1.01
2026-04-18 17:52:20.518	1826.09	22.80	70.60	51.56	1.99	3.98	0.99	0.99	1.99	0.99
2026-04-18 17:52:21.513	1852.27	22.00	70.60	51.50	2.01	4.02	1.01	1.01	2.01	1.01
2026-04-18 17:52:22.518	1829.96	22.80	70.60	51.72	1.99	3.98	0.99	0.99	1.99	0.99
2026-04-18 17:52:23.513	1847.75	22.30	70.60	51.44	2.01	4.02	1.01	1.01	2.01	1.01
2026-04-18 17:52:24.518	1828.92	22.00	70.60	51.56	1.99	3.98	1.00	1.00	1.99	1.00
2026-04-18 17:52:25.513	1853.29	21.80	70.60	51.69	2.01	4.02	1.01	1.01	2.01	1.01
2026-04-18 17:52:26.518	1816.64	20.60	70.60	51.41	1.99	3.98	0.99	0.99	1.99	0.99
2026-04-18 17:52:27.513	1831.49	21.70	70.60	51.44	2.01	4.02	1.01	1.01	2.01	1.01
2026-04-18 17:52:28.518	1802.63	21.60	70.60	51.78	1.99	3.98	0.99	0.99	1.99	0.99
2026-04-18 17:52:29.513	1837.83	21.70	70.60	51.38	2.01	4.02	1.01	1.01	2.01	1.01
2026-04-18 17:52:30.518	1816.80	21.70	70.60	51.44	1.99	3.98	0.99	0.99	1.99	0.99
