[System]
Platform=SEANO USV
Start_Time=2026-03-27 07:44:28
Timezone=WIB

[Sensor]
Name=System Metrics

[Columns]
Timestamp(WIB)	WriteSpeed(Bps)	CPU(%)	RAM(%)	GPS_Hz	IMU_Hz	CTD_Hz	ADCP_Hz	BATTERY_Hz	SBES_Hz
2026-03-27 07:47:21.185	1739.46	28.60	41.50	2.00	4.01	1.00	1.00	1.00	1.00
2026-03-27 07:47:22.187	1722.72	25.60	41.40	2.00	3.99	1.00	1.00	1.00	1.00
2026-03-27 07:47:23.185	1737.33	27.40	41.50	2.00	4.01	1.00	1.00	1.00	1.00
2026-03-27 07:47:24.190	1750.22	25.00	41.50	1.99	3.98	1.00	1.00	1.00	1.00
2026-03-27 07:47:25.185	1741.84	25.10	41.50	2.01	4.02	1.00	1.00	1.00	1.00
2026-03-27 07:47:26.188	1740.53	28.70	41.60	1.99	3.99	1.00	1.00	1.00	1.00
2026-03-27 07:47:27.185	1749.64	24.70	41.40	2.01	4.01	1.00	1.00	1.00	1.00
2026-03-27 07:47:28.187	1738.19	27.30	41.60	2.00	3.99	1.00	1.00	1.00	1.00
2026-03-27 07:47:29.185	1729.46	23.70	41.50	2.00	4.01	1.00	1.00	1.00	1.00
2026-03-27 07:47:30.187	1718.68	26.80	41.50	2.00	3.99	1.00	1.00	1.00	1.00
2026-03-27 07:47:31.185	1765.46	22.50	41.40	2.00	4.01	1.00	1.00	1.00	1.00
2026-03-27 07:47:32.187	1728.22	25.30	41.40	2.00	3.99	1.00	1.00	1.00	1.00
2026-03-27 07:47:33.186	1728.44	24.70	41.40	2.00	4.01	1.00	1.00	1.00	1.00
2026-03-27 07:47:34.187	1711.75	26.20	41.50	2.00	3.99	1.00	1.00	1.00	1.00
2026-03-27 07:47:35.185	1717.42	27.50	41.60	2.00	4.01	1.00	1.00	1.00	1.00
2026-03-27 07:47:36.187	1717.09	23.00	41.50	2.00	3.99	1.00	1.00	1.00	1.00
2026-03-27 07:47:37.185	1773.08	30.10	41.60	2.00	4.01	1.00	1.00	1.00	1.00
2026-03-27 07:47:38.187	1768.02	25.00	41.40	2.00	3.99	1.00	1.00	1.00	1.00
2026-03-27 07:47:39.185	1748.07	27.30	41.60	2.00	4.01	1.00	1.00	1.00	1.00
2026-03-27 07:47:40.187	1740.63	23.80	41.50	2.00	3.99	1.00	1.00	1.00	1.00
2026-03-27 07:47:41.185	1753.42	27.50	41.50	2.00	4.01	1.00	1.00	1.00	1.00
2026-03-27 07:47:42.190	1743.80	26.00	41.50	1.99	3.98	1.00	1.00	1.00	1.00
2026-03-27 07:47:43.185	1768.29	26.90	41.50	2.01	4.02	1.00	1.00	1.00	1.00
2026-03-27 07:47:44.188	1770.95	27.00	41.60	1.99	3.99	1.00	1.00	1.00	1.00
2026-03-27 07:47:45.185	1779.23	23.30	41.40	2.01	4.01	1.00	1.00	1.00	1.00
2026-03-27 07:47:46.187	1720.58	28.70	41.60	2.00	3.99	1.00	1.00	1.00	1.00
2026-03-27 07:47:47.185	1735.25	25.40	41.50	2.00	4.01	1.00	1.00	1.00	1.00
2026-03-27 07:47:48.187	1750.45	28.30	41.60	2.00	3.99	1.00	1.00	1.00	1.00
2026-03-27 07:47:49.185	1749.61	25.30	41.40	2.00	4.01	1.00	1.00	1.00	1.00
2026-03-27 07:47:50.187	1790.39	28.20	41.50	2.00	3.99	1.00	1.00	1.00	1.00
2026-03-27 07:47:51.185	1791.15	25.50	41.40	2.00	4.01	1.00	1.00	1.00	1.00
2026-03-27 07:47:52.187	1766.64	27.20	41.50	2.00	3.99	1.00	1.00	1.00	1.00
2026-03-27 07:47:53.185	1801.44	30.10	41.60	2.00	4.01	1.00	1.00	1.00	1.00
2026-03-27 07:47:54.187	1727.86	25.70	41.40	2.00	4.00	1.00	1.00	1.00	1.00
2026-03-27 07:47:55.185	1760.64	28.50	41.60	2.00	4.01	1.00	1.00	1.00	1.00
2026-03-27 07:47:56.188	1725.31	24.80	41.40	1.99	3.99	1.00	1.00	1.00	1.00
2026-03-27 07:47:57.185	1752.74	27.90	41.60	2.01	4.01	1.00	1.00	1.00	1.00
2026-03-27 07:47:58.187	1730.45	25.20	41.50	2.00	3.99	1.00	1.00	1.00	1.00
2026-03-27 07:47:59.185	1775.57	29.10	41.50	2.00	4.01	1.00	1.00	1.00	1.00
2026-03-27 07:48:00.191	1766.39	25.70	41.50	1.99	3.98	0.99	0.99	0.99	0.99
2026-03-27 07:48:01.185	1807.92	26.40	41.50	2.01	4.02	1.01	1.01	1.01	1.01
2026-03-27 07:48:02.187	1716.22	27.80	41.70	2.00	3.99	1.00	1.00	1.00	1.00
2026-03-27 07:48:03.185	1730.19	23.90	41.40	2.00	4.01	1.00	1.00	1.00	1.00
2026-03-27 07:48:04.187	1732.22	28.20	41.60	2.00	3.99	1.00	1.00	1.00	1.00
2026-03-27 07:48:05.185	1739.31	23.80	41.50	2.00	4.01	1.00	1.00	1.00	1.00
2026-03-27 07:48:06.187	1734.73	28.20	41.60	2.00	3.99	1.00	1.00	1.00	1.00
2026-03-27 07:48:07.185	1757.42	25.80	41.50	2.00	4.01	1.00	1.00	1.00	1.00
2026-03-27 07:48:08.187	1762.48	28.90	41.50	2.00	3.99	1.00	1.00	1.00	1.00
2026-03-27 07:48:09.186	1743.69	26.70	41.50	2.00	4.00	1.00	1.00	1.00	1.00
2026-03-27 07:48:10.187	1768.31	26.60	41.50	2.00	4.00	1.00	1.00	1.00	1.00
2026-03-27 07:48:11.185	1765.11	28.90	41.70	2.00	4.01	1.00	1.00	1.00	1.00
2026-03-27 07:48:12.187	1727.10	24.50	41.50	2.00	3.99	1.00	1.00	1.00	1.00
2026-03-27 07:48:13.185	1745.30	29.50	41.60	2.00	4.01	1.00	1.00	1.00	1.00
2026-03-27 07:48:14.187	1744.25	25.00	41.50	2.00	3.99	1.00	1.00	1.00	1.00
2026-03-27 07:48:15.185	1757.82	27.70	41.60	2.00	4.01	1.00	1.00	1.00	1.00
2026-03-27 07:48:16.187	1728.55	23.80	41.50	2.00	3.99	1.00	1.00	1.00	1.00
2026-03-27 07:48:17.185	1741.41	28.30	41.50	2.00	4.01	1.00	1.00	1.00	1.00
2026-03-27 07:48:18.190	1744.18	24.60	41.40	1.99	3.98	1.00	1.00	1.00	1.00
2026-03-27 07:48:19.185	1765.73	26.50	41.40	2.01	4.02	1.00	1.00	1.00	1.00
2026-03-27 07:48:20.187	1734.26	28.80	41.60	2.00	3.99	1.00	1.00	1.00	1.00
2026-03-27 07:48:21.185	1744.41	24.50	41.40	2.01	4.01	1.00	1.00	1.00	1.00
2026-03-27 07:48:22.188	1728.82	27.40	41.60	1.99	3.99	1.00	1.00	1.00	1.00
2026-03-27 07:48:23.185	1742.75	26.20	41.40	2.01	4.01	1.00	1.00	1.00	1.00
2026-03-27 07:48:24.187	1726.40	30.30	41.60	2.00	3.99	1.00	1.00	1.00	1.00
2026-03-27 07:48:25.185	1727.62	26.60	41.50	2.00	4.01	1.00	1.00	1.00	1.00
2026-03-27 07:48:26.187	1730.54	29.30	41.50	2.00	3.99	1.00	1.00	1.00	1.00
2026-03-27 07:48:27.185	1723.27	26.00	41.40	2.00	4.01	1.00	1.00	1.00	1.00
2026-03-27 07:48:28.188	1730.03	27.10	41.50	2.00	3.99	1.00	1.00	1.00	1.00
2026-03-27 07:48:29.185	1762.15	30.80	41.60	2.00	4.01	1.00	1.00	1.00	1.00
2026-03-27 07:48:30.188	1725.80	26.90	41.50	2.00	3.99	1.00	1.00	1.00	1.00
2026-03-27 07:48:31.185	1744.14	28.40	41.60	2.00	4.01	1.00	1.00	1.00	1.00
2026-03-27 07:48:32.187	1718.56	24.40	41.40	2.00	3.99	1.00	1.00	1.00	1.00
2026-03-27 07:48:33.185	1775.82	26.70	41.60	2.00	4.01	1.00	1.00	1.00	1.00
2026-03-27 07:48:34.187	1726.68	24.10	41.50	2.00	3.99	1.00	1.00	1.00	1.00
2026-03-27 07:48:35.185	1759.29	26.20	41.50	2.00	4.01	1.00	1.00	1.00	1.00
2026-03-27 07:48:36.191	1708.75	23.80	41.50	1.99	3.98	0.99	0.99	0.99	0.99
2026-03-27 07:48:37.185	1737.32	25.70	41.50	2.01	4.02	1.01	1.01	1.01	1.01
2026-03-27 07:48:38.187	1716.43	25.40	41.70	2.00	3.99	1.00	1.00	1.00	1.00
2026-03-27 07:48:39.185	1712.20	24.20	41.50	2.00	4.01	1.00	1.00	1.00	1.00
2026-03-27 07:48:40.187	1723.96	30.40	41.70	2.00	3.99	1.00	1.00	1.00	1.00
2026-03-27 07:48:41.185	1763.54	25.40	41.50	2.00	4.01	1.00	1.00	1.00	1.00
2026-03-27 07:48:42.187	1800.59	27.70	41.60	2.00	3.99	1.00	1.00	1.00	1.00
2026-03-27 07:48:43.185	1765.15	25.20	41.40	2.00	4.01	1.00	1.00	1.00	1.00
2026-03-27 07:48:44.187	1762.89	28.30	41.50	2.00	3.99	1.00	1.00	1.00	1.00
2026-03-27 07:48:45.185	1735.57	26.90	41.50	2.00	4.01	1.00	1.00	1.00	1.00
2026-03-27 07:48:46.187	1776.17	27.50	41.50	2.00	3.99	1.00	1.00	1.00	1.00
2026-03-27 07:48:47.185	1771.25	27.60	41.70	2.00	4.01	1.00	1.00	1.00	1.00
2026-03-27 07:48:48.187	1725.14	23.20	41.60	2.00	3.99	1.00	1.00	1.00	1.00
2026-03-27 07:48:49.185	1717.12	27.30	41.70	2.00	4.01	1.00	1.00	1.00	1.00
2026-03-27 07:48:50.187	1720.51	23.90	41.60	2.00	3.99	1.00	1.00	1.00	1.00
2026-03-27 07:48:51.185	1741.54	27.40	41.60	2.00	4.01	1.00	1.00	1.00	1.00
2026-03-27 07:48:52.187	1712.74	23.40	41.50	2.00	3.99	1.00	1.00	1.00	1.00
