timestamp,write_speed_Bps,cpu_percent,ram_percent,jetson_temp_c,gps_hz,imu_hz,ctd_hz,adcp_hz,battery_hz,sbes_hz
2026-05-02 12:21:51.018,0.00,72.10,81.30,56.03,0.00,0.00,0.00,0.00,0.00,0.00
2026-05-02 12:21:52.208,0.00,35.70,81.30,55.75,0.00,0.00,0.00,0.00,0.00,0.00
2026-05-02 12:21:53.018,2145.88,44.10,81.40,55.47,4.94,4.94,1.23,0.00,4.94,0.00
2026-05-02 12:21:54.023,2358.49,27.20,81.40,55.59,3.98,3.98,1.00,1.00,3.98,1.00
2026-05-02 12:21:55.018,2374.09,25.00,81.40,55.66,4.02,4.02,1.01,1.01,4.02,1.01
2026-05-02 12:21:56.021,2363.18,31.60,81.40,55.59,3.99,3.99,1.00,1.00,3.99,1.00
2026-05-02 12:21:57.018,2368.41,24.90,81.40,55.38,4.01,4.01,1.00,1.00,4.01,1.00
2026-05-02 12:21:58.023,2357.36,22.70,81.40,55.38,3.98,3.98,0.99,0.99,3.98,0.99
2026-05-02 12:21:59.018,2360.67,22.20,81.40,55.31,4.02,4.02,1.01,1.01,4.02,1.01
2026-05-02 12:22:00.020,2358.76,25.40,81.40,55.72,3.99,3.99,1.00,1.00,3.99,1.00
2026-05-02 12:22:01.018,2361.64,27.70,81.40,55.31,4.01,4.01,1.00,1.00,4.01,1.00
2026-05-02 12:22:02.023,2351.73,23.20,81.40,55.44,3.98,3.98,0.99,0.99,3.98,0.99
2026-05-02 12:22:03.018,2384.15,23.70,81.40,55.53,4.02,4.02,1.01,1.01,4.02,1.01
2026-05-02 12:22:04.023,2363.06,29.40,81.40,55.31,3.98,3.98,0.99,0.99,3.98,0.99
2026-05-02 12:22:05.018,2391.33,29.10,81.40,55.53,4.02,4.02,1.01,1.01,4.02,1.01
2026-05-02 12:22:06.023,2358.96,34.20,81.40,55.81,3.98,3.98,0.99,0.99,3.98,0.99
2026-05-02 12:22:07.018,2387.48,23.70,81.40,55.38,4.02,4.02,1.01,1.01,4.02,1.01
2026-05-02 12:22:08.024,2353.70,28.50,81.40,55.50,3.98,3.98,0.99,0.99,3.98,0.99
2026-05-02 12:22:09.018,2404.45,26.40,81.40,55.53,4.02,4.02,1.01,1.01,4.02,1.01
2026-05-02 12:22:10.020,2362.22,26.90,81.40,55.75,3.99,3.99,1.00,1.00,3.99,1.00
2026-05-02 12:22:11.018,2380.87,31.80,81.40,55.38,4.01,4.01,1.00,1.00,4.01,1.00
2026-05-02 12:22:12.023,2354.70,26.00,81.40,55.44,3.98,3.98,1.00,1.00,3.98,1.00
2026-05-02 12:22:13.018,2381.95,28.80,81.40,55.31,4.02,4.02,1.01,1.01,4.02,1.01
2026-05-02 12:22:14.020,2373.06,33.20,81.40,55.69,3.99,3.99,1.00,1.00,3.99,1.00
2026-05-02 12:22:15.018,2383.35,29.10,81.50,55.81,4.01,4.01,1.00,1.00,4.01,1.00
2026-05-02 12:22:16.020,2382.94,32.70,81.50,55.69,3.99,3.99,1.00,1.00,3.99,1.00
2026-05-02 12:22:17.018,2379.29,36.00,81.50,55.53,4.01,4.01,1.00,1.00,4.01,1.00
2026-05-02 12:22:18.025,2365.35,34.70,81.50,55.47,3.98,3.98,0.99,0.99,3.98,0.99
2026-05-02 12:22:19.018,2396.44,31.30,81.50,55.53,4.03,4.03,1.01,1.01,4.03,1.01
2026-05-02 12:22:20.020,2374.23,29.80,81.50,55.72,3.99,3.99,1.00,1.00,3.99,1.00
2026-05-02 12:22:21.018,2387.99,29.80,81.50,55.62,4.01,4.01,1.00,1.00,4.01,1.00
2026-05-02 12:22:22.023,2371.02,35.40,81.40,55.66,3.98,3.98,0.99,0.99,3.98,0.99
2026-05-02 12:22:23.018,2406.92,26.10,81.40,55.28,4.02,4.02,1.01,1.01,4.02,1.01
2026-05-02 12:22:24.023,2385.30,28.60,81.40,55.44,3.98,3.98,0.99,0.99,3.98,0.99
2026-05-02 12:22:25.018,2426.98,24.80,81.40,55.84,4.02,4.02,1.01,1.01,4.02,1.01
2026-05-02 12:22:26.023,2391.07,27.00,81.40,55.41,3.98,3.98,0.99,0.99,3.98,0.99
2026-05-02 12:22:27.018,2406.40,34.80,81.40,55.50,4.02,4.02,1.01,1.01,4.02,1.01
2026-05-02 12:22:28.024,2382.65,30.60,81.40,55.59,3.98,3.98,0.99,0.99,3.98,0.99
2026-05-02 12:22:29.017,2407.35,25.40,81.40,55.41,4.03,4.03,1.01,1.01,4.03,1.01
2026-05-02 12:22:30.020,2386.35,28.80,81.40,55.69,3.99,3.99,1.00,1.00,3.99,1.00
2026-05-02 12:22:31.019,2399.15,30.20,81.40,55.75,4.01,4.01,1.00,1.00,4.01,1.00
2026-05-02 12:22:32.023,2392.24,26.80,81.40,55.34,3.98,3.98,1.00,1.00,3.98,1.00
2026-05-02 12:22:33.019,2421.83,25.20,81.40,55.34,4.02,4.02,1.00,1.00,4.02,1.00
2026-05-02 12:22:34.023,2392.02,24.20,81.40,55.56,3.98,3.98,1.00,1.00,3.98,1.00
2026-05-02 12:22:35.018,2417.57,25.80,81.40,55.56,4.02,4.02,1.01,1.01,4.02,1.01
2026-05-02 12:22:36.024,2393.97,26.70,81.40,55.44,3.98,3.98,0.99,0.99,3.98,0.99
2026-05-02 12:22:37.018,2413.53,31.70,81.40,55.72,4.02,4.02,1.01,1.01,4.02,1.01
2026-05-02 12:22:38.024,2378.73,26.60,81.40,55.59,3.98,3.98,0.99,0.99,3.98,0.99
2026-05-02 12:22:39.018,2427.76,28.00,81.40,55.34,4.02,4.02,1.01,1.01,4.02,1.01
2026-05-02 12:22:40.021,2413.28,26.10,81.40,55.59,3.99,3.99,1.00,1.00,3.99,1.00
2026-05-02 12:22:41.018,2407.77,23.60,81.40,55.62,4.01,4.01,1.00,1.00,4.01,1.00
2026-05-02 12:22:42.023,2395.68,25.30,81.40,55.56,3.98,3.98,1.00,1.00,3.98,1.00
