timestamp,write_speed_Bps,cpu_percent,ram_percent,gps_hz,imu_hz,ctd_hz,adcp_hz,battery_hz,sbes_hz
2026-03-26 17:24:55.476,0.00,71.10,56.70,0.00,0.00,0.00,0.00,0.00,0.00
2026-03-26 17:24:56.642,0.00,59.80,57.00,0.00,0.00,0.00,0.00,0.00,0.00
2026-03-26 17:24:57.476,1744.37,28.90,56.80,1.20,3.60,1.20,1.20,1.20,1.20
2026-03-26 17:24:58.477,1721.07,27.40,56.90,2.00,3.99,1.00,1.00,1.00,1.00
2026-03-26 17:24:59.476,1724.84,24.50,56.80,2.00,4.01,1.00,1.00,1.00,1.00
2026-03-26 17:25:00.478,1722.80,27.60,56.80,2.00,3.99,1.00,1.00,1.00,1.00
2026-03-26 17:25:01.476,1751.31,26.50,56.80,2.00,4.01,1.00,1.00,1.00,1.00
2026-03-26 17:25:02.478,1742.37,26.00,56.80,2.00,3.99,1.00,1.00,1.00,1.00
2026-03-26 17:25:03.475,1711.99,27.60,57.00,2.00,4.01,1.00,1.00,1.00,1.00
2026-03-26 17:25:04.477,1721.14,23.00,56.80,2.00,3.99,1.00,1.00,1.00,1.00
2026-03-26 17:25:05.475,1756.85,28.20,56.80,2.00,4.01,1.00,1.00,1.00,1.00
2026-03-26 17:25:06.477,1714.65,24.60,56.70,2.00,3.99,1.00,1.00,1.00,1.00
2026-03-26 17:25:07.475,1729.30,28.00,56.80,2.00,4.01,1.00,1.00,1.00,1.00
2026-03-26 17:25:08.478,1720.35,23.50,56.70,2.00,3.99,1.00,1.00,1.00,1.00
2026-03-26 17:25:09.476,1731.07,26.90,56.70,2.00,4.01,1.00,1.00,1.00,1.00
2026-03-26 17:25:10.481,1753.58,27.20,56.70,1.99,3.98,1.00,1.00,1.00,1.00
2026-03-26 17:25:11.475,1757.33,27.90,56.70,2.01,4.02,1.01,1.01,1.01,1.01
2026-03-26 17:25:12.478,1755.10,29.20,56.90,1.99,3.99,1.00,1.00,1.00,1.00
2026-03-26 17:25:13.476,1724.49,23.90,56.80,2.01,4.01,1.00,1.00,1.00,1.00
2026-03-26 17:25:14.477,1727.15,27.30,56.90,2.00,3.99,1.00,1.00,1.00,1.00
2026-03-26 17:25:15.476,1726.71,24.70,56.70,2.00,4.01,1.00,1.00,1.00,1.00
2026-03-26 17:25:16.478,1729.37,29.00,56.80,1.99,3.99,1.00,1.00,1.00,1.00
2026-03-26 17:25:17.476,1726.57,25.30,56.70,2.01,4.01,1.00,1.00,1.00,1.00
2026-03-26 17:25:18.482,1754.84,27.20,56.70,1.99,3.97,0.99,0.99,0.99,0.99
2026-03-26 17:25:19.475,1749.53,25.90,56.70,2.01,4.03,1.01,1.01,1.01,1.01
2026-03-26 17:25:20.477,1728.72,25.50,56.70,2.00,3.99,1.00,1.00,1.00,1.00
2026-03-26 17:25:21.475,1779.40,26.80,56.90,2.00,4.01,1.00,1.00,1.00,1.00
2026-03-26 17:25:22.478,1742.22,22.90,56.80,2.00,3.99,1.00,1.00,1.00,1.00
2026-03-26 17:25:23.475,1753.67,27.70,56.90,2.00,4.01,1.00,1.00,1.00,1.00
2026-03-26 17:25:24.478,1750.42,24.80,56.70,2.00,3.99,1.00,1.00,1.00,1.00
2026-03-26 17:25:25.475,1757.78,26.80,56.80,2.00,4.01,1.00,1.00,1.00,1.00
2026-03-26 17:25:26.477,1748.38,24.50,56.70,2.00,3.99,1.00,1.00,1.00,1.00
2026-03-26 17:25:27.476,1748.91,29.30,56.70,2.00,4.01,1.00,1.00,1.00,1.00
2026-03-26 17:25:28.480,1751.89,27.50,56.70,1.99,3.98,1.00,1.00,1.00,1.00
2026-03-26 17:25:29.476,1816.77,25.90,56.80,2.01,4.02,1.00,1.00,1.00,1.00
2026-03-26 17:25:30.478,1775.31,28.10,56.90,1.99,3.99,1.00,1.00,1.00,1.00
2026-03-26 17:25:31.475,1763.16,24.70,56.80,2.01,4.01,1.00,1.00,1.00,1.00
2026-03-26 17:25:32.478,1739.98,29.80,56.90,2.00,3.99,1.00,1.00,1.00,1.00
2026-03-26 17:25:33.476,1755.40,25.50,56.80,2.00,4.01,1.00,1.00,1.00,1.00
2026-03-26 17:25:34.477,1779.39,26.70,56.90,2.00,3.99,1.00,1.00,1.00,1.00
2026-03-26 17:25:35.476,1745.15,24.70,56.80,2.00,4.00,1.00,1.00,1.00,1.00
2026-03-26 17:25:36.478,1753.65,27.80,56.90,2.00,3.99,1.00,1.00,1.00,1.00
2026-03-26 17:25:37.475,1752.22,25.70,56.80,2.00,4.01,1.00,1.00,1.00,1.00
2026-03-26 17:25:38.478,1735.62,25.30,56.80,1.99,3.99,1.00,1.00,1.00,1.00
2026-03-26 17:25:39.475,1754.29,27.20,57.00,2.00,4.01,1.00,1.00,1.00,1.00
2026-03-26 17:25:40.477,1747.50,23.40,56.80,2.00,3.99,1.00,1.00,1.00,1.00
2026-03-26 17:25:41.476,1754.26,27.40,56.90,2.00,4.01,1.00,1.00,1.00,1.00
2026-03-26 17:25:42.477,1754.81,26.10,56.80,2.00,3.99,1.00,1.00,1.00,1.00
2026-03-26 17:25:43.476,1807.38,27.70,56.80,2.00,4.01,1.00,1.00,1.00,1.00
2026-03-26 17:25:44.477,1782.59,23.40,56.80,2.00,3.99,1.00,1.00,1.00,1.00
2026-03-26 17:25:45.476,1772.10,27.10,56.80,2.00,4.00,1.00,1.00,1.00,1.00
2026-03-26 17:25:46.480,1751.67,25.00,56.80,1.99,3.99,1.00,1.00,1.00,1.00
2026-03-26 17:25:47.476,1759.40,27.20,56.90,2.01,4.02,1.00,1.00,1.00,1.00
2026-03-26 17:25:48.477,1747.29,28.00,57.00,2.00,3.99,1.00,1.00,1.00,1.00
2026-03-26 17:25:49.475,1741.13,23.50,56.80,2.00,4.01,1.00,1.00,1.00,1.00
2026-03-26 17:25:50.478,1725.61,27.70,56.80,1.99,3.99,1.00,1.00,1.00,1.00
2026-03-26 17:25:51.476,1746.08,25.40,56.70,2.00,4.01,1.00,1.00,1.00,1.00
2026-03-26 17:25:52.477,1770.92,27.20,56.80,2.00,3.99,1.00,1.00,1.00,1.00
2026-03-26 17:25:53.477,1751.41,24.00,56.80,2.00,4.00,1.00,1.00,1.00,1.00
2026-03-26 17:25:54.478,1741.67,28.00,56.70,2.00,3.99,1.00,1.00,1.00,1.00
2026-03-26 17:25:55.476,1738.00,26.20,56.60,2.00,4.01,1.00,1.00,1.00,1.00
2026-03-26 17:25:56.478,1749.80,26.00,56.80,2.00,3.99,1.00,1.00,1.00,1.00
2026-03-26 17:25:57.476,1746.43,29.10,57.00,2.01,4.01,1.00,1.00,1.00,1.00
2026-03-26 17:25:58.477,1735.43,24.30,56.80,2.00,3.99,1.00,1.00,1.00,1.00
2026-03-26 17:25:59.476,1738.50,27.30,56.90,2.00,4.01,1.00,1.00,1.00,1.00
2026-03-26 17:26:00.478,1782.43,24.90,56.80,2.00,3.99,1.00,1.00,1.00,1.00
2026-03-26 17:26:01.476,1749.50,27.00,56.90,2.00,4.01,1.00,1.00,1.00,1.00
2026-03-26 17:26:02.478,1730.52,26.20,56.90,2.00,3.99,1.00,1.00,1.00,1.00
2026-03-26 17:26:03.477,1735.89,27.60,56.80,2.00,4.00,1.00,1.00,1.00,1.00
2026-03-26 17:26:04.480,1726.40,25.80,56.80,1.99,3.99,1.00,1.00,1.00,1.00
2026-03-26 17:26:05.476,1740.93,26.00,56.80,2.01,4.02,1.00,1.00,1.00,1.00
2026-03-26 17:26:06.478,1726.17,27.10,56.90,2.00,3.99,1.00,1.00,1.00,1.00
2026-03-26 17:26:07.475,1732.46,24.20,56.70,2.01,4.01,1.00,1.00,1.00,1.00
2026-03-26 17:26:08.477,1722.96,27.50,56.80,2.00,3.99,1.00,1.00,1.00,1.00
2026-03-26 17:26:09.476,1732.65,25.10,56.70,2.00,4.01,1.00,1.00,1.00,1.00
2026-03-26 17:26:10.477,1715.28,27.60,56.80,2.00,3.99,1.00,1.00,1.00,1.00
2026-03-26 17:26:11.477,1755.13,24.70,56.80,2.00,4.00,1.00,1.00,1.00,1.00
2026-03-26 17:26:12.480,1733.43,28.50,56.80,1.99,3.98,1.00,1.00,1.00,1.00
2026-03-26 17:26:13.476,1737.98,28.60,56.80,2.01,4.02,1.00,1.00,1.00,1.00
2026-03-26 17:26:14.478,1719.00,27.10,56.80,2.00,3.99,1.00,1.00,1.00,1.00
