timestamp,write_speed_Bps,cpu_percent,ram_percent,gps_hz,imu_hz,ctd_hz,adcp_hz,battery_hz,sbes_hz
2026-03-26 16:18:10.931,0.00,36.50,69.90,0.00,0.00,0.00,0.00,0.00,0.00
2026-03-26 16:18:12.054,0.00,7.80,70.00,0.00,0.00,0.00,0.00,0.00,0.00
2026-03-26 16:18:12.932,0.00,17.90,70.10,0.00,0.00,0.00,0.00,0.00,0.00
2026-03-26 16:18:14.008,0.00,5.50,70.10,0.00,0.00,0.00,0.00,0.00,0.00
2026-03-26 16:18:14.931,999.09,5.90,70.10,0.00,0.00,1.08,1.08,1.08,1.08
2026-03-26 16:18:15.932,922.97,7.60,69.90,0.00,0.00,1.00,1.00,1.00,1.00
2026-03-26 16:18:16.931,923.04,6.50,69.80,0.00,0.00,1.00,1.00,1.00,1.00
2026-03-26 16:18:17.932,931.02,6.00,69.80,0.00,0.00,1.00,1.00,1.00,1.00
2026-03-26 16:18:18.931,919.02,22.70,70.00,0.00,0.00,1.00,1.00,1.00,1.00
2026-03-26 16:18:19.932,922.99,28.00,70.20,0.00,0.00,1.00,1.00,1.00,1.00
2026-03-26 16:18:20.931,912.85,4.50,70.10,0.00,0.00,1.00,1.00,1.00,1.00
2026-03-26 16:18:21.932,918.99,6.30,70.10,0.00,0.00,1.00,1.00,1.00,1.00
2026-03-26 16:18:22.931,927.11,5.00,70.10,0.00,0.00,1.00,1.00,1.00,1.00
2026-03-26 16:18:23.932,916.99,3.00,70.10,0.00,0.00,1.00,1.00,1.00,1.00
2026-03-26 16:18:24.931,916.99,10.20,70.10,0.00,0.00,1.00,1.00,1.00,1.00
2026-03-26 16:18:25.932,914.98,3.80,70.10,0.00,0.00,1.00,1.00,1.00,1.00
2026-03-26 16:18:26.931,925.04,5.20,70.10,0.00,0.00,1.00,1.00,1.00,1.00
2026-03-26 16:18:27.932,931.03,3.90,70.10,0.00,0.00,1.00,1.00,1.00,1.00
2026-03-26 16:18:28.931,934.98,2.30,70.10,0.00,0.00,1.00,1.00,1.00,1.00
2026-03-26 16:18:29.932,926.94,3.00,70.10,0.00,0.00,1.00,1.00,1.00,1.00
2026-03-26 16:18:30.931,927.14,3.90,70.10,0.00,0.00,1.00,1.00,1.00,1.00
2026-03-26 16:18:31.932,924.83,10.60,69.70,0.00,0.00,1.00,1.00,1.00,1.00
2026-03-26 16:18:32.931,943.01,10.60,69.60,0.00,0.00,1.00,1.00,1.00,1.00
2026-03-26 16:18:33.932,942.86,3.40,69.60,0.00,0.00,1.00,1.00,1.00,1.00
2026-03-26 16:18:34.931,941.21,10.70,69.60,0.00,0.00,1.00,1.00,1.00,1.00
2026-03-26 16:18:35.932,940.93,4.50,69.60,0.00,0.00,1.00,1.00,1.00,1.00
2026-03-26 16:18:36.931,951.05,10.90,69.70,0.00,0.00,1.00,1.00,1.00,1.00
2026-03-26 16:18:37.932,942.97,2.50,69.70,0.00,0.00,1.00,1.00,1.00,1.00
2026-03-26 16:18:38.931,953.05,2.00,69.70,0.00,0.00,1.00,1.00,1.00,1.00
2026-03-26 16:18:39.932,947.01,3.20,69.70,0.00,0.00,1.00,1.00,1.00,1.00
2026-03-26 16:18:40.931,953.01,2.80,69.60,0.00,0.00,1.00,1.00,1.00,1.00
2026-03-26 16:18:41.932,957.04,3.50,69.70,0.00,0.00,1.00,1.00,1.00,1.00
2026-03-26 16:18:42.931,952.43,4.80,69.60,0.00,0.00,1.00,1.00,1.00,1.00
2026-03-26 16:18:43.932,949.52,4.20,69.60,0.00,0.00,1.00,1.00,1.00,1.00
2026-03-26 16:18:44.931,951.06,4.00,69.60,0.00,0.00,1.00,1.00,1.00,1.00
2026-03-26 16:18:45.932,956.99,4.30,69.60,0.00,0.00,1.00,1.00,1.00,1.00
2026-03-26 16:18:46.931,958.97,2.00,69.60,0.00,0.00,1.00,1.00,1.00,1.00
2026-03-26 16:18:47.932,946.92,4.50,69.60,0.00,0.00,1.00,1.00,1.00,1.00
2026-03-26 16:18:48.931,957.13,11.30,69.60,0.00,0.00,1.00,1.00,1.00,1.00
2026-03-26 16:18:49.932,961.01,2.70,69.60,0.00,0.00,1.00,1.00,1.00,1.00
