[System]
Platform=SEANO USV
Start_Time=2026-03-26 15:46:07
Timezone=WIB

[Sensor]
Name=System Metrics

[Columns]
Timestamp(WIB)	WriteSpeed(Bps)	CPU(%)	RAM(%)	GPS_Hz	IMU_Hz	CTD_Hz	ADCP_Hz	BATTERY_Hz	SBES_Hz

[Data]
2026-03-26 15:46:09.417	0.00	100.00	89.10	0.00	0.00	0.00	0.00	0.00	0.00
2026-03-26 15:46:11.417	0.00	99.60	89.40	0.00	0.00	0.00	0.00	0.00	0.00
2026-03-26 15:46:12.420	919.26	99.30	89.20	0.00	0.00	1.00	1.00	1.00	1.00
2026-03-26 15:46:13.417	932.21	99.80	89.30	0.00	0.00	1.00	1.00	1.00	1.00
2026-03-26 15:46:14.421	921.08	99.50	89.40	0.00	0.00	1.00	1.00	1.00	1.00
2026-03-26 15:46:15.417	929.00	98.30	89.30	0.00	0.00	1.00	1.00	1.00	1.00
2026-03-26 15:46:16.421	916.18	98.30	89.10	0.00	0.00	1.00	1.00	1.00	1.00
2026-03-26 15:46:17.417	923.83	99.20	89.10	0.00	0.00	1.00	1.00	1.00	1.00
2026-03-26 15:46:18.420	3298.59	99.50	89.20	8.98	8.98	1.00	1.00	1.00	1.00
2026-03-26 15:46:19.417	1980.41	99.80	89.40	4.01	4.01	1.00	1.00	1.00	1.00
2026-03-26 15:46:20.447	1799.08	97.60	89.20	2.91	3.89	0.97	0.97	0.97	0.97
2026-03-26 15:46:21.417	2176.13	94.10	89.40	5.15	4.12	1.03	1.03	1.03	1.03
2026-03-26 15:46:22.421	1978.58	99.70	89.60	3.99	3.99	1.00	1.00	1.00	1.00
2026-03-26 15:46:23.417	2003.34	99.30	89.30	4.01	4.01	1.00	1.00	1.00	1.00
2026-03-26 15:46:24.441	1939.76	96.20	89.40	3.91	3.91	0.98	0.98	0.98	0.98
2026-03-26 15:46:25.422	2035.44	95.50	89.50	4.08	4.08	1.02	1.02	1.02	1.02
2026-03-26 15:46:26.433	1963.86	95.80	89.30	3.96	3.96	0.99	0.99	0.99	0.99
2026-03-26 15:46:27.417	2022.05	96.40	89.20	4.06	4.06	1.02	1.02	1.02	1.02
2026-03-26 15:46:28.420	1446.37	97.30	89.30	1.99	1.99	1.00	1.00	1.00	1.00
2026-03-26 15:46:29.417	932.29	95.20	89.10	0.00	0.00	1.00	1.00	1.00	1.00
2026-03-26 15:46:30.420	927.65	98.80	89.20	0.00	0.00	1.00	1.00	1.00	1.00
2026-03-26 15:46:31.420	1081.54	98.50	89.30	0.00	1.00	1.00	1.00	1.00	1.00
2026-03-26 15:46:32.420	1074.43	98.30	89.20	1.00	0.00	1.00	1.00	1.00	1.00
2026-03-26 15:46:33.417	936.41	99.00	89.20	0.00	0.00	1.00	1.00	1.00	1.00
2026-03-26 15:46:34.420	943.68	99.00	89.20	0.00	0.00	1.00	1.00	1.00	1.00
2026-03-26 15:46:35.417	954.34	97.60	89.20	0.00	0.00	1.00	1.00	1.00	1.00
2026-03-26 15:46:36.420	1212.84	97.70	89.30	1.00	1.00	1.00	1.00	1.00	1.00
2026-03-26 15:46:37.417	956.37	98.20	89.20	0.00	0.00	1.00	1.00	1.00	1.00
2026-03-26 15:46:38.420	1206.93	97.70	89.30	1.00	1.00	1.00	1.00	1.00	1.00
2026-03-26 15:46:39.417	5746.48	99.30	89.30	19.05	17.04	1.00	1.00	1.00	1.00
2026-03-26 15:46:40.420	953.65	99.50	88.90	0.00	0.00	1.00	1.00	1.00	1.00
2026-03-26 15:46:41.417	952.31	98.00	88.70	0.00	0.00	1.00	1.00	1.00	1.00
2026-03-26 15:46:42.421	957.01	98.00	88.90	0.00	0.00	1.00	1.00	1.00	1.00
2026-03-26 15:46:43.419	959.48	98.00	88.80	0.00	0.00	1.00	1.00	1.00	1.00
2026-03-26 15:46:44.421	952.53	98.30	88.80	0.00	0.00	1.00	1.00	1.00	1.00
2026-03-26 15:46:45.417	1230.08	98.00	88.90	1.00	1.00	1.00	1.00	1.00	1.00
2026-03-26 15:46:46.424	949.83	97.70	88.70	0.00	0.00	0.99	0.99	0.99	0.99
2026-03-26 15:46:47.417	1097.03	99.00	88.70	1.01	0.00	1.01	1.01	1.01	1.01
2026-03-26 15:46:48.420	951.89	97.50	89.00	0.00	0.00	1.00	1.00	1.00	1.00
2026-03-26 15:46:49.417	2958.82	99.30	88.80	9.02	6.01	1.00	1.00	1.00	1.00
2026-03-26 15:46:50.422	949.86	98.30	88.80	0.00	0.00	1.00	1.00	1.00	1.00
2026-03-26 15:46:51.421	962.55	98.00	89.00	0.00	0.00	1.00	1.00	1.00	1.00
2026-03-26 15:46:52.420	962.82	98.30	88.80	0.00	0.00	1.00	1.00	1.00	1.00
2026-03-26 15:46:53.417	942.58	99.20	88.80	0.00	0.00	1.00	1.00	1.00	1.00
2026-03-26 15:46:54.420	953.64	98.30	88.80	0.00	0.00	1.00	1.00	1.00	1.00
2026-03-26 15:46:55.417	1225.34	98.00	88.80	1.00	1.00	1.00	1.00	1.00	1.00
2026-03-26 15:46:56.420	951.47	97.70	88.90	0.00	0.00	1.00	1.00	1.00	1.00
2026-03-26 15:46:57.417	1092.76	97.30	88.80	1.00	0.00	1.00	1.00	1.00	1.00
2026-03-26 15:46:58.420	939.41	98.80	88.90	0.00	0.00	1.00	1.00	1.00	1.00
2026-03-26 15:46:59.417	4927.49	99.00	88.90	16.04	14.04	1.00	1.00	1.00	1.00
2026-03-26 15:47:00.423	940.43	96.50	88.80	0.00	0.00	0.99	0.99	0.99	0.99
2026-03-26 15:47:01.423	960.35	99.00	88.90	0.00	0.00	1.00	1.00	1.00	1.00
2026-03-26 15:47:02.422	946.50	97.80	89.00	0.00	0.00	1.00	1.00	1.00	1.00
2026-03-26 15:47:03.418	954.61	97.00	88.90	0.00	0.00	1.00	1.00	1.00	1.00
2026-03-26 15:47:04.441	931.94	98.90	88.90	0.00	0.00	0.98	0.98	0.98	0.98
2026-03-26 15:47:05.419	1108.78	98.50	89.10	1.02	0.00	1.02	1.02	1.02	1.02
2026-03-26 15:47:06.421	946.04	96.60	88.80	0.00	0.00	1.00	1.00	1.00	1.00
2026-03-26 15:47:07.417	1083.87	97.20	88.90	1.00	0.00	1.00	1.00	1.00	1.00
2026-03-26 15:47:08.425	934.77	97.80	89.00	0.00	0.00	0.99	0.99	0.99	0.99
2026-03-26 15:47:09.418	5607.04	95.90	88.90	18.13	17.12	1.01	1.01	1.01	1.01
2026-03-26 15:47:10.420	936.58	98.20	88.90	0.00	0.00	1.00	1.00	1.00	1.00
2026-03-26 15:47:11.417	946.10	98.30	88.90	0.00	0.00	1.00	1.00	1.00	1.00
2026-03-26 15:47:12.420	929.76	98.50	89.00	0.00	0.00	1.00	1.00	1.00	1.00
2026-03-26 15:47:13.417	938.40	99.20	88.90	0.00	0.00	1.00	1.00	1.00	1.00
2026-03-26 15:47:14.420	937.49	98.80	88.90	0.00	0.00	1.00	1.00	1.00	1.00
