timestamp,write_speed_Bps,cpu_percent,ram_percent,jetson_temp_c,gps_hz,imu_hz,ctd_hz,adcp_hz,battery_hz,sbes_hz
2026-04-18 20:15:03.885,0.00,74.50,79.80,52.22,0.00,0.00,0.00,0.00,0.00,0.00
2026-04-18 20:15:05.049,0.00,28.40,79.80,52.38,0.00,0.00,0.00,0.00,0.00,0.00
2026-04-18 20:15:05.884,3100.05,24.20,79.80,52.28,5.99,5.99,1.20,1.20,4.79,1.20
2026-04-18 20:15:06.889,2679.81,19.80,79.80,51.94,4.97,4.97,0.99,0.99,4.97,0.99
2026-04-18 20:15:07.884,2742.69,17.90,79.80,51.88,5.03,5.03,1.01,1.01,5.03,1.01
2026-04-18 20:15:08.890,2683.12,22.30,79.90,52.25,4.97,4.97,0.99,0.99,4.97,0.99
2026-04-18 20:15:09.884,2750.31,21.90,79.90,51.91,5.03,5.03,1.01,1.01,5.03,1.01
2026-04-18 20:15:10.889,2705.12,24.50,79.90,52.00,4.98,4.98,1.00,1.00,4.98,1.00
2026-04-18 20:15:11.884,2737.18,21.80,79.90,52.09,5.02,5.02,1.00,1.00,5.02,1.00
2026-04-18 20:15:12.890,2692.32,21.90,79.90,51.84,4.97,4.97,0.99,0.99,4.97,0.99
2026-04-18 20:15:13.884,2737.39,19.60,79.90,51.91,5.03,5.03,1.01,1.01,5.03,1.01
2026-04-18 20:15:14.889,2692.59,22.10,79.90,52.09,4.97,4.97,0.99,0.99,4.97,0.99
2026-04-18 20:15:15.884,2473.82,22.90,79.60,51.75,4.02,4.02,1.01,1.01,5.03,1.01
2026-04-18 20:15:16.890,2058.12,18.50,79.60,51.78,1.99,3.98,0.99,0.99,3.98,0.99
2026-04-18 20:15:17.884,2101.29,23.00,79.60,52.09,2.01,4.02,1.01,1.01,4.02,1.01
2026-04-18 20:15:18.889,2330.53,24.80,79.70,51.81,2.99,3.98,1.00,1.00,4.98,1.00
2026-04-18 20:15:19.884,2755.01,29.90,79.80,52.34,5.03,5.03,1.01,1.01,5.03,1.01
2026-04-18 20:15:20.889,2276.17,26.90,79.80,51.94,2.98,4.97,0.99,0.99,3.98,0.99
2026-04-18 20:15:21.885,2717.76,22.20,79.80,51.75,5.02,5.02,1.00,1.00,5.02,1.00
2026-04-18 20:15:22.889,2621.35,20.60,79.80,52.06,3.98,4.98,1.00,1.00,4.98,1.00
2026-04-18 20:15:23.884,2750.90,23.30,79.80,52.12,5.02,5.02,1.00,1.00,5.02,1.00
2026-04-18 20:15:24.889,2684.05,20.80,79.80,52.06,4.97,4.97,0.99,0.99,4.97,0.99
2026-04-18 20:15:25.884,2610.22,20.50,79.80,51.78,4.02,5.03,1.01,1.01,5.03,1.01
2026-04-18 20:15:26.889,2593.49,22.80,79.80,51.84,3.98,4.98,1.00,1.00,4.98,1.00
2026-04-18 20:15:27.884,2760.97,20.80,79.80,52.03,5.02,5.02,1.00,1.00,5.02,1.00
2026-04-18 20:15:28.889,2563.25,22.70,79.80,51.91,4.98,3.98,1.00,1.00,4.98,1.00
2026-04-18 20:15:29.884,2760.39,24.90,79.80,51.97,5.03,5.03,1.01,1.01,5.03,1.01
2026-04-18 20:15:30.890,2725.72,20.10,79.80,52.06,4.97,4.97,0.99,0.99,4.97,0.99
2026-04-18 20:15:31.884,2763.05,18.90,79.80,51.81,5.03,5.03,1.01,1.01,5.03,1.01
2026-04-18 20:15:32.889,2620.29,22.30,79.80,51.84,3.98,4.97,0.99,0.99,4.97,0.99
2026-04-18 20:15:33.884,2777.94,20.80,79.80,52.16,5.03,5.03,1.01,1.01,5.03,1.01
2026-04-18 20:15:34.890,2584.74,21.40,79.80,51.94,3.98,4.97,0.99,0.99,4.97,0.99
2026-04-18 20:15:35.884,2758.62,20.90,79.80,51.97,5.03,5.03,1.01,1.01,5.03,1.01
2026-04-18 20:15:36.889,2744.86,20.30,79.80,51.81,4.98,4.98,1.00,1.00,4.98,1.00
2026-04-18 20:15:37.884,2623.80,20.70,79.80,51.84,5.03,4.02,1.01,1.01,5.03,1.01
2026-04-18 20:15:38.889,2754.93,22.80,79.80,51.75,4.97,4.97,0.99,0.99,4.97,0.99
2026-04-18 20:15:39.884,2774.31,20.60,79.80,51.94,5.03,5.03,1.01,1.01,5.03,1.01
2026-04-18 20:15:40.889,2497.73,20.30,79.80,51.94,2.99,4.98,1.00,1.00,4.98,1.00
2026-04-18 20:15:41.884,2775.74,21.70,79.80,51.66,5.02,5.02,1.00,1.00,5.02,1.00
2026-04-18 20:15:42.889,2727.85,21.80,79.80,51.75,4.97,4.97,0.99,0.99,4.97,0.99
2026-04-18 20:15:43.884,2635.09,20.00,79.80,51.78,4.02,5.03,1.01,1.01,5.03,1.01
2026-04-18 20:15:44.889,2737.76,19.70,79.80,52.03,4.97,4.97,0.99,0.99,4.97,0.99
2026-04-18 20:15:45.884,2641.52,19.50,79.80,51.75,4.02,5.03,1.01,1.01,5.03,1.01
2026-04-18 20:15:46.890,2616.38,20.30,79.80,51.94,3.98,4.97,0.99,0.99,4.97,0.99
2026-04-18 20:15:47.884,2656.52,19.80,79.80,52.00,5.03,5.03,1.01,1.01,4.02,1.01
2026-04-18 20:15:48.889,2612.70,21.80,79.80,51.69,4.97,3.98,0.99,0.99,4.97,0.99
2026-04-18 20:15:49.884,2382.91,20.20,79.80,51.94,3.02,4.02,1.01,1.01,5.03,1.01
2026-04-18 20:15:50.888,1841.56,21.10,79.80,51.94,1.00,3.98,1.00,1.00,2.99,1.00
2026-04-18 20:15:51.884,2248.47,20.40,79.80,51.78,2.01,4.02,1.00,1.00,5.02,1.00
2026-04-18 20:15:52.889,1950.62,19.20,79.80,51.78,1.00,3.98,1.00,1.00,3.98,1.00
2026-04-18 20:15:53.884,2251.01,22.80,79.80,51.91,2.01,4.02,1.00,1.00,5.02,1.00
2026-04-18 20:15:54.888,2084.16,19.60,79.80,51.66,1.99,2.99,1.00,1.00,4.98,1.00
2026-04-18 20:15:55.884,2113.95,17.80,79.80,51.78,1.00,4.02,1.00,1.00,5.02,1.00
2026-04-18 20:15:56.889,2214.93,19.70,79.80,51.88,1.99,3.98,1.00,1.00,4.98,1.00
2026-04-18 20:15:57.884,2112.56,18.90,79.80,51.66,2.01,4.02,1.01,1.01,4.02,1.01
2026-04-18 20:15:58.889,2072.63,20.00,79.80,51.78,1.99,3.98,0.99,0.99,3.98,0.99
2026-04-18 20:15:59.884,2244.19,20.80,79.90,51.88,2.01,4.02,1.01,1.01,5.03,1.01
2026-04-18 20:16:00.888,1447.12,21.00,79.90,51.94,0.00,3.98,1.00,1.00,1.00,1.00
2026-04-18 20:16:01.884,2240.64,16.90,79.80,51.78,2.01,4.02,1.00,1.00,5.02,1.00
