[System]
Platform=SEANO USV
Start_Time=2026-04-18 20:32:29
Timezone=WIB

[Sensor]
Name=System Metrics

[Columns]
Timestamp(WIB)	WriteSpeed(Bps)	CPU(%)	RAM(%)	JetsonTemp(C)	GPS_Hz	IMU_Hz	CTD_Hz	ADCP_Hz	BATTERY_Hz	SBES_Hz

[Data]
2026-04-18 20:32:30.598	0.00	48.30	85.00	52.34	0.00	0.00	0.00	0.00	0.00	0.00
2026-04-18 20:32:31.763	0.00	40.90	85.10	52.62	0.00	0.00	0.00	0.00	0.00	0.00
2026-04-18 20:32:32.599	2780.57	24.60	85.10	51.91	4.79	4.79	1.20	1.20	4.79	1.20
2026-04-18 20:32:33.604	2726.51	18.60	85.10	52.12	4.98	4.98	1.00	1.00	4.98	1.00
2026-04-18 20:32:34.598	2724.68	19.30	85.10	52.12	5.03	5.03	1.01	1.01	5.03	1.01
2026-04-18 20:32:35.604	2575.37	18.10	85.10	51.88	4.97	3.98	0.99	0.99	4.97	0.99
2026-04-18 20:32:36.655	2594.50	20.20	85.10	51.81	4.76	4.76	0.95	0.95	4.76	0.95
2026-04-18 20:32:37.604	2872.69	21.10	85.10	52.03	5.27	5.27	1.05	1.05	5.27	1.05
2026-04-18 20:32:38.598	2742.55	19.20	85.10	51.72	5.03	5.03	1.01	1.01	5.03	1.01
2026-04-18 20:32:39.603	2606.49	18.50	85.10	51.88	4.97	3.98	0.99	0.99	4.97	0.99
2026-04-18 20:32:40.599	2347.40	20.60	85.10	52.00	2.01	5.02	1.00	1.00	5.02	1.00
2026-04-18 20:32:41.603	2590.08	17.40	85.10	51.62	4.98	3.98	1.00	1.00	4.98	1.00
2026-04-18 20:32:42.598	2652.26	18.70	85.10	51.84	5.03	4.02	1.01	1.01	5.03	1.01
2026-04-18 20:32:43.603	2346.99	20.60	85.10	51.78	3.98	2.98	0.99	0.99	4.97	0.99
2026-04-18 20:32:44.598	2333.38	20.70	85.10	51.69	4.02	4.02	1.00	1.00	4.02	1.00
2026-04-18 20:32:45.603	2438.38	21.80	85.10	51.84	3.98	3.98	1.00	1.00	4.98	1.00
2026-04-18 20:32:46.598	2636.85	20.10	85.10	51.81	5.02	4.02	1.00	1.00	5.02	1.00
2026-04-18 20:32:47.600	1945.21	64.90	85.30	52.91	3.00	2.00	1.00	1.00	3.99	1.00
2026-04-18 20:32:48.598	2338.33	60.70	85.50	52.81	4.01	4.01	1.00	1.00	4.01	1.00
2026-04-18 20:32:49.604	2557.30	24.40	85.50	52.09	4.97	3.98	0.99	0.99	4.97	0.99
2026-04-18 20:32:50.599	2746.07	21.60	85.50	51.88	5.03	5.03	1.01	1.01	5.03	1.01
2026-04-18 20:32:51.603	2652.89	19.50	85.50	51.94	4.98	4.98	1.00	1.00	4.98	1.00
2026-04-18 20:32:52.598	2582.90	22.40	85.50	51.94	4.02	5.03	1.01	1.01	5.03	1.01
2026-04-18 20:32:53.603	2688.80	18.50	85.50	52.06	4.98	4.98	1.00	1.00	4.98	1.00
2026-04-18 20:32:54.598	2695.63	19.00	85.50	51.75	5.03	5.03	1.01	1.01	5.03	1.01
2026-04-18 20:32:55.604	2695.57	19.20	85.50	51.91	4.97	4.97	0.99	0.99	4.97	0.99
2026-04-18 20:32:56.598	2760.73	19.00	85.50	52.00	5.03	5.03	1.01	1.01	5.03	1.01
2026-04-18 20:32:57.604	2433.43	19.00	85.50	52.00	3.98	4.97	0.99	0.99	3.98	0.99
2026-04-18 20:32:58.598	2772.27	18.40	85.50	51.94	5.03	5.03	1.01	1.01	5.03	1.01
2026-04-18 20:32:59.603	2747.99	18.60	85.50	51.91	4.97	4.97	0.99	0.99	4.97	0.99
2026-04-18 20:33:00.598	2758.00	19.70	85.50	51.81	5.03	5.03	1.01	1.01	5.03	1.01
2026-04-18 20:33:01.604	2781.71	21.70	85.50	51.78	4.97	4.97	0.99	0.99	4.97	0.99
2026-04-18 20:33:02.599	2648.96	24.70	85.50	52.03	4.02	5.02	1.00	1.00	5.02	1.00
2026-04-18 20:33:03.604	2613.88	21.80	85.50	51.81	3.98	4.97	0.99	0.99	4.97	0.99
2026-04-18 20:33:04.599	2612.41	19.60	85.50	51.84	4.02	5.03	1.01	1.01	5.03	1.01
2026-04-18 20:33:05.604	2752.01	20.90	85.50	51.78	4.97	4.97	0.99	0.99	4.97	0.99
2026-04-18 20:33:06.599	2763.95	26.10	85.50	51.81	5.03	5.03	1.01	1.01	5.03	1.01
2026-04-18 20:33:07.603	2718.59	18.60	85.50	51.88	4.98	4.98	1.00	1.00	4.98	1.00
2026-04-18 20:33:08.599	2499.84	29.40	85.50	51.94	3.01	5.02	1.00	1.00	5.02	1.00
2026-04-18 20:33:09.603	2731.97	19.70	85.50	51.84	4.98	4.98	1.00	1.00	4.98	1.00
2026-04-18 20:33:10.599	2756.44	19.40	85.50	51.91	5.02	5.02	1.00	1.00	5.02	1.00
2026-04-18 20:33:11.604	2770.50	22.50	85.50	51.84	4.98	4.98	1.00	1.00	4.98	1.00
2026-04-18 20:33:12.598	2654.15	19.70	85.50	51.78	4.02	5.03	1.01	1.01	5.03	1.01
2026-04-18 20:33:13.603	2749.65	19.00	85.50	52.06	4.97	4.97	0.99	0.99	4.97	0.99
2026-04-18 20:33:14.598	2400.13	23.80	85.60	51.84	2.01	5.03	1.01	1.01	5.03	1.01
2026-04-18 20:33:15.604	2634.42	19.80	85.60	51.78	3.98	4.97	0.99	0.99	4.97	0.99
2026-04-18 20:33:16.598	2631.37	20.60	85.60	51.97	4.02	5.03	1.01	1.01	5.03	1.01
2026-04-18 20:33:17.603	2533.69	19.10	85.60	51.78	2.99	4.98	1.00	1.00	4.98	1.00
2026-04-18 20:33:18.598	2760.04	20.50	85.60	51.94	5.03	5.03	1.01	1.01	5.03	1.01
2026-04-18 20:33:19.603	2759.90	19.50	85.60	51.94	4.97	4.97	0.99	0.99	4.97	0.99
2026-04-18 20:33:20.598	2754.04	20.30	85.60	51.69	5.03	5.03	1.01	1.01	5.03	1.01
2026-04-18 20:33:21.603	1979.75	20.70	85.60	51.88	0.99	3.98	0.99	0.99	3.98	0.99
2026-04-18 20:33:22.598	2257.63	19.30	85.60	51.91	2.01	4.02	1.01	1.01	5.03	1.01
2026-04-18 20:33:23.603	2107.00	20.10	85.60	51.59	1.99	2.98	0.99	0.99	4.97	0.99
2026-04-18 20:33:24.598	1972.26	24.50	85.70	51.91	1.01	4.02	1.01	1.01	4.02	1.01
2026-04-18 20:33:25.604	2089.30	25.40	85.70	51.94	1.99	3.98	0.99	0.99	3.98	0.99
2026-04-18 20:33:26.598	2134.85	22.60	85.70	51.69	2.01	4.02	1.01	1.01	4.02	1.01
2026-04-18 20:33:27.603	2071.43	18.40	85.70	51.69	1.99	3.98	0.99	0.99	3.98	0.99
2026-04-18 20:33:28.598	2106.86	20.00	85.70	51.78	2.01	4.02	1.01	1.01	4.02	1.01
2026-04-18 20:33:29.603	1958.10	20.20	85.70	51.81	1.99	3.98	0.99	0.99	2.98	0.99
2026-04-18 20:33:30.598	2098.33	20.60	85.70	51.66	2.01	4.02	1.00	1.00	4.02	1.00
2026-04-18 20:33:31.603	2190.90	19.90	85.70	51.81	1.99	3.98	0.99	0.99	4.97	0.99
2026-04-18 20:33:32.599	1969.54	18.90	85.70	51.88	2.01	4.02	1.00	1.00	3.01	1.00
2026-04-18 20:33:33.604	1957.56	18.20	85.70	51.78	1.99	3.98	0.99	0.99	2.98	0.99
2026-04-18 20:33:34.598	2242.70	20.60	85.70	51.81	3.02	4.02	1.01	1.01	4.02	1.01
2026-04-18 20:33:35.604	2558.67	21.40	85.70	51.94	4.97	3.98	0.99	0.99	4.97	0.99
2026-04-18 20:33:36.598	2764.10	22.40	85.70	51.72	5.03	5.03	1.01	1.01	5.03	1.01
2026-04-18 20:33:37.603	2589.44	19.10	85.70	51.75	4.98	3.98	1.00	1.00	4.98	1.00
